DAY_OF_WEEK,UNIQUE_STOP_NUMBER,STOP_NAME,ROUTE,ON,OFF,TOTAL,LAT,LONG,StopID,IndividRoute,IndvRtOn,IndvRtOff,NumberOfRoutes,AllRtOn,AllRtOff
WEEKDAY,0341,DELAWARE AVE-NEW @ NEWARK HS,053 - Delaware City DMV - Newark Hub,0,1,1,39.680978,-75.737769,341,53,0,1,4,9.55,2.48
WEEKDAY,0341,DELAWARE AVE-NEW @ NEWARK HS,055 - Old Baltimore Pike,5,0,5,39.681164,-75.737950,341,55,5,0,4,9.55,2.48
WEEKDAY,0342,S COLLEGE AVE @ PED X AMSTEL,046 - Newark - Glasgow,3,0,3,39.680326,-75.753561,342,46,3,0,1,2.54,0.39
WEEKDAY,0344,WALKER RD & SILVER LK PLAZA,101 - Walker Road,2,2,4,39.171937,-75.535232,344,101,2,2,2,2.87,2.78
WEEKDAY,0344,WALKER RD & SILVER LK PLAZA,112 - DelTech - West Dover,1,1,1,39.171806,-75.535341,344,112,1,1,2,2.87,2.78
WEEKDAY,0345,WALKER RD & LIBERTY CT,101 - Walker Road,10,7,17,39.167225,-75.556364,345,101,10,7,1,10.36,6.98
WEEKDAY,0346,GREENTREE DR @ GREENTREE SHO,101 - Walker Road,24,20,44,39.160076,-75.553120,346,101,24,20,1,23.93,19.83
WEEKDAY,0350,W NORTH ST & SIMON CIR,102 - Gateway West,0,1,1,39.153994,-75.539182,350,102,0,1,1,0.37,0.51
WEEKDAY,0353,FORREST AVE & MODERN MATURIT,102 - Gateway West,16,18,34,39.159169,-75.547461,353,102,16,18,1,15.58,17.99
WEEKDAY,0355,KESSELRING AVE & HAMAN DR,104 - Camden Walmart,10,5,15,39.136512,-75.540636,355,104,10,5,1,10.27,4.58
WEEKDAY,0357,STATE ST & HOLY CROSS,105 - Moores Lake Ctr,2,3,5,39.150988,-75.522319,357,105,2,3,1,1.59,3.35
WEEKDAY,0358,STATE ST & CAPITAL CLEANERS,105 - Moores Lake Ctr,1,4,5,39.141274,-75.522908,358,105,1,4,1,1.04,4.34
WEEKDAY,0361,MIFFLIN MEADOWS & ON SITE,117 - Harrington - Dover,3,3,6,39.087789,-75.546926,361,117,3,3,1,2.61,3.17
WEEKDAY,0363,DEL RT 10 & OP MOORES LAKE S,105 - Moores Lake Ctr,4,4,7,39.117743,-75.517214,363,105,4,4,2,3.62,4.59
WEEKDAY,0363,DEL RT 10 & OP MOORES LAKE S,303 - Intercounty Dover - Milford - Georgetown,0,1,1,39.117348,-75.517821,363,303,0,1,2,3.62,4.59
WEEKDAY,0364,STATE ST & CARROLLS CN DOV P,105 - Moores Lake Ctr,4,3,7,39.142097,-75.522664,364,105,4,3,1,4.11,2.76
WEEKDAY,0365,DANNER CAMPUS @ DELDOT ADMIN,107 - Blue Hen Corp Ctr,0,4,4,39.148049,-75.503896,365,107,0,4,1,0.08,3.56
WEEKDAY,0368,PINE CABIN RD & OP GENERALS,106 - Dover AFB,14,13,27,39.128943,-75.493606,368,106,14,13,1,13.65,13.09
WEEKDAY,0372,BAY RD & BLUE HEN MALL,106 - Dover AFB,16,15,31,39.151957,-75.503233,372,106,16,15,2,30.81,29.51
WEEKDAY,0372,BAY RD & BLUE HEN MALL,107 - Blue Hen Corp Ctr,14,15,29,39.151995,-75.503259,372,107,14,15,2,30.81,29.51
WEEKDAY,0373,RIVER RD & FAMILY CT,107 - Blue Hen Corp Ctr,1,4,5,39.157260,-75.515893,373,107,1,4,1,1.19,3.54
WEEKDAY,0374,NEW CASTLE AVE & RIVER RD,107 - Blue Hen Corp Ctr,12,11,23,39.152939,-75.515364,374,107,12,11,1,11.99,11.06
WEEKDAY,0375,S LITTLE CRK RD & TUDOR IND,107 - Blue Hen Corp Ctr,9,9,18,39.156761,-75.498315,375,107,9,9,1,8.89,9.43
WEEKDAY,0377,DIVISION ST & EDGEHILL SHOP,108 - Persimmon Tree - Town Point,2,3,4,39.163282,-75.514091,377,108,2,3,1,1.76,2.71
WEEKDAY,0378,WILLIS RD & LEASE OFFICE,108 - Persimmon Tree - Town Point,0,2,2,39.171135,-75.509894,378,108,0,2,1,0.43,2.03
WEEKDAY,0382,LUTHER TOWERS & BLDG 1,109 - Dover Mall,29,28,57,39.168302,-75.519451,382,109,29,28,1,29.26,27.73
WEEKDAY,0383,DOVER DOWNS & ON SITE,106 - Dover AFB,9,13,22,39.187642,-75.533486,383,106,9,13,3,27.3,36.49
WEEKDAY,0383,DOVER DOWNS & ON SITE,109 - Dover Mall,12,16,28,39.187662,-75.533378,383,109,12,16,3,27.3,36.49
WEEKDAY,0383,DOVER DOWNS & ON SITE,112 - DelTech - West Dover,6,7,13,39.187653,-75.533443,383,112,6,7,3,27.3,36.49
WEEKDAY,0384,US RT 13 & DOVER MALL EN,108 - Persimmon Tree - Town Point,8,11,19,39.194467,-75.541362,384,108,8,11,4,63.48,70.82
WEEKDAY,0384,US RT 13 & DOVER MALL ENT 1,106 - Dover AFB,17,14,31,39.194410,-75.541583,384,106,17,14,4,63.48,70.82
WEEKDAY,0384,US RT 13 & DOVER MALL ENT 1,109 - Dover Mall,20,32,51,39.194529,-75.541522,384,109,20,32,4,63.48,70.82
WEEKDAY,0384,US RT 13 & DOVER MALL ENT 1,112 - DelTech - West Dover,19,13,32,39.194467,-75.541544,384,112,19,13,4,63.48,70.82
WEEKDAY,0385,US RT13 @ N COLLEGE RD/DEL S,106 - Dover AFB,3,1,4,39.188140,-75.539961,385,106,3,1,4,34.05,27.63
WEEKDAY,0385,US RT13 @ N COLLEGE RD/DEL S,109 - Dover Mall,7,3,11,39.188023,-75.540036,385,109,7,3,4,34.05,27.63
WEEKDAY,0385,US RT13 @ N COLLEGE RD/DEL S,112 - DelTech - West Dover,7,4,11,39.188021,-75.540015,385,112,7,4,4,34.05,27.63
WEEKDAY,0385,US RT13 @ N COLLEGE RD/DEL S,301 - Intercounty Wilmington - Dover,17,20,36,39.188025,-75.540019,385,301,17,20,4,34.05,27.63
WEEKDAY,0388,DEL TECH CC TERRY BLDG & ON,112 - DelTech - West Dover,2,4,5,39.199200,-75.560310,388,112,2,4,1,1.65,3.61
WEEKDAY,0390,GOVERNORS AVE & FULTON ST,112 - DelTech - West Dover,1,4,5,39.162543,-75.528850,390,112,1,4,1,1,3.77
WEEKDAY,0392,REHOBOTH P-N-R & COUNTRY CLU,201 - Rehoboth Beach,864,843,"1,707",38.711997,-75.107159,392,201,864,843,4,1063.54,1026.35
WEEKDAY,0392,REHOBOTH P-N-R & COUNTRY CLU,203 - North - Local,97,92,190,38.711930,-75.107054,392,203,97,92,4,1063.54,1026.35
WEEKDAY,0392,REHOBOTH P-N-R & COUNTRY CLU,208 - Dewey - Bethany - Fenwick - Ocean City,89,70,159,38.711896,-75.106732,392,208,89,70,4,1063.54,1026.35
WEEKDAY,0392,REHOBOTH P-N-R & COUNTRY CLU,215 - Millsboro - Rehoboth,14,21,35,38.712804,-75.106715,392,215,14,21,4,1063.54,1026.35
WEEKDAY,0393,REHOBOTH AVE OP CITY HALL,201 - Rehoboth Beach,43,213,256,38.715777,-75.083555,393,201,43,213,1,43.42,213.07
WEEKDAY,0394,REHOBOTH AVE & BOARDWALK,201 - Rehoboth Beach,"1,140","1,284","2,425",38.716603,-75.077182,394,201,"1,140","1,284",1,1140.23,1284.42
WEEKDAY,0395,REHOBOTH AVE & CITY HALL,201 - Rehoboth Beach,118,11,129,38.715999,-75.083474,395,201,118,11,1,118.29,11.04
WEEKDAY,0396,DEL RT 1 & PHILLIPS ST,201 - Rehoboth Beach,30,27,58,38.710934,-75.098583,396,201,30,27,3,39.17,36.41
WEEKDAY,0396,DEL RT 1 & PHILLIPS ST,203 - North - Local,6,9,15,38.710970,-75.098657,396,203,6,9,3,39.17,36.41
WEEKDAY,0396,DEL RT 1 & PHILLIPS ST,208 - Dewey - Bethany - Fenwick - Ocean City,3,0,3,38.710970,-75.098650,396,208,3,0,3,39.17,36.41
WEEKDAY,0397,DEL RT 1 & WASHINGTON ST REH,203 - North - Local,2,7,9,38.706944,-75.089591,397,203,2,7,2,6.1,6.76
WEEKDAY,0397,DEL RT 1 & WASHINGTON ST REH,208 - Dewey - Bethany - Fenwick - Ocean City,4,0,4,38.706943,-75.089583,397,208,4,0,2,6.1,6.76
WEEKDAY,0398,DEL RT 1 @ SEA ESTA IV,203 - North - Local,1,6,7,38.701842,-75.081907,398,203,1,6,2,5.63,6.31
WEEKDAY,0398,DEL RT 1 @ SEA ESTA IV,208 - Dewey - Bethany - Fenwick - Ocean City,5,0,5,38.701475,-75.081377,398,208,5,0,2,5.63,6.31
WEEKDAY,0399,DEL RT 1 @ HOUSTON ST,203 - North - Local,4,28,32,38.697912,-75.076505,399,203,4,28,2,4.58,28.17
WEEKDAY,0399,DEL RT 1 @ HOUSTON ST,208 - Dewey - Bethany - Fenwick - Ocean City,0,0,1,38.697786,-75.076477,399,208,0,0,2,4.58,28.17
WEEKDAY,0402,DEL RT 1 & RUDDERTOWN,203 - North - Local,0,43,43,38.689574,-75.074457,402,203,0,43,2,20.42,43.15
WEEKDAY,0402,DEL RT 1 & RUDDERTOWN,208 - Dewey - Bethany - Fenwick - Ocean City,20,1,21,38.689479,-75.074489,402,208,20,1,2,20.42,43.15
WEEKDAY,0405,DEL RT 1 & SAULSBURY ST,203 - North - Local,25,6,31,38.695807,-75.075163,405,203,25,6,2,26.83,12.63
WEEKDAY,0405,DEL RT 1 & SAULSBURY ST,208 - Dewey - Bethany - Fenwick - Ocean City,1,7,8,38.695788,-75.075147,405,208,1,7,2,26.83,12.63
WEEKDAY,0406,DEL RT 1 & CULLEN ST,203 - North - Local,5,0,5,38.700088,-75.079008,406,203,5,0,2,4.97,0.3
WEEKDAY,0406,DEL RT 1 & CULLEN ST,208 - Dewey - Bethany - Fenwick - Ocean City,0,0,0,38.700090,-75.079020,406,208,0,0,2,4.97,0.3
WEEKDAY,0407,DEL RT 1 & RATTAN COMPANY,203 - North - Local,4,3,6,38.705016,-75.086137,407,203,4,3,2,4.07,3.46
WEEKDAY,0407,DEL RT 1 & RATTAN COMPANY,208 - Dewey - Bethany - Fenwick - Ocean City,0,1,1,38.705000,-75.086132,407,208,0,1,2,4.07,3.46
WEEKDAY,0408,DEL RT 1 & BAY RD REHOBOTH M,203 - North - Local,9,2,11,38.707024,-75.089338,408,203,9,2,2,8.53,4.83
WEEKDAY,0408,DEL RT 1 & BAY RD REHOBOTH M,208 - Dewey - Bethany - Fenwick - Ocean City,0,2,2,38.707018,-75.089337,408,208,0,2,2,8.53,4.83
WEEKDAY,0409,DEL RT 1 & CHURCH ST,203 - North - Local,4,2,6,38.711404,-75.099177,409,203,4,2,2,4.66,2.1
WEEKDAY,0409,DEL RT 1 & CHURCH ST,208 - Dewey - Bethany - Fenwick - Ocean City,1,0,1,38.711377,-75.099174,409,208,1,0,2,4.66,2.1
WEEKDAY,0410,DEL RT 1 & TANGER OUTLETS SE,201 - Rehoboth Beach,60,51,111,38.717088,-75.111213,410,201,60,51,3,78.19,66.04
WEEKDAY,0410,DEL RT 1 & TANGER OUTLETS SE,203 - North - Local,15,14,29,38.717131,-75.111311,410,203,15,14,3,78.19,66.04
WEEKDAY,0410,DEL RT 1 & TANGER OUTLETS SE,215 - Millsboro - Rehoboth,3,1,4,38.717142,-75.111320,410,215,3,1,3,78.19,66.04
WEEKDAY,0412,DEL RT 1 & CVS PHARMACY,203 - North - Local,2,1,3,38.715003,-75.108303,412,203,2,1,2,14,8.77
WEEKDAY,0412,DEL RT 1 & CVS PHARMACY,215 - Millsboro - Rehoboth,12,8,20,38.713872,-75.107587,412,215,12,8,2,14,8.77
WEEKDAY,0413,DEL RT 1 & KMART,201 - Rehoboth Beach,15,35,50,38.719676,-75.116529,413,201,15,35,3,21.23,40.51
WEEKDAY,0413,DEL RT 1 & KMART,203 - North - Local,4,5,9,38.719624,-75.116420,413,203,4,5,3,21.23,40.51
WEEKDAY,0413,DEL RT 1 & KMART,215 - Millsboro - Rehoboth,2,0,2,38.719670,-75.116518,413,215,2,0,3,21.23,40.51
WEEKDAY,0416,DEL RT 1 & TANGER OUTLETS SU,201 - Rehoboth Beach,56,13,69,38.735723,-75.140028,416,201,56,13,2,73.21,18.06
WEEKDAY,0416,DEL RT 1 & TANGER OUTLETS SU,203 - North - Local,17,5,22,38.735721,-75.140027,416,203,17,5,2,73.21,18.06
WEEKDAY,0417,DEL RT 1 & REHOB MALL,201 - Rehoboth Beach,97,44,141,38.728801,-75.130372,417,201,97,44,3,121.28,62.88
WEEKDAY,0417,DEL RT 1 & REHOB MALL,203 - North - Local,22,11,33,38.728885,-75.130478,417,203,22,11,3,121.28,62.88
WEEKDAY,0417,DEL RT 1 & REHOB MALL,215 - Millsboro - Rehoboth,2,8,10,38.728644,-75.130153,417,215,2,8,3,121.28,62.88
WEEKDAY,0418,DEL RT 1 & THE MARKET PL,201 - Rehoboth Beach,40,7,47,38.722566,-75.122393,418,201,40,7,2,47.24,9.89
WEEKDAY,0418,DEL RT 1 & THE MARKET PL,203 - North - Local,7,3,10,38.722522,-75.122341,418,203,7,3,2,47.24,9.89
WEEKDAY,0420,DEL RT 1 & CAMELOT DR,201 - Rehoboth Beach,59,33,92,38.720032,-75.118075,420,201,59,33,3,70.99,42.31
WEEKDAY,0420,DEL RT 1 & CAMELOT DR,203 - North - Local,10,6,16,38.720028,-75.118072,420,203,10,6,3,70.99,42.31
WEEKDAY,0420,DEL RT 1 & CAMELOT DR,215 - Millsboro - Rehoboth,2,3,5,38.720387,-75.118661,420,215,2,3,3,70.99,42.31
WEEKDAY,0422,DEL RT 1 & TANGER OUTLETS BA,201 - Rehoboth Beach,23,10,33,38.715529,-75.108972,422,201,23,10,3,27.9,13.28
WEEKDAY,0422,DEL RT 1 & TANGER OUTLETS BA,203 - North - Local,5,3,8,38.715522,-75.108971,422,203,5,3,3,27.9,13.28
WEEKDAY,0422,DEL RT 1 & TANGER OUTLETS BA,215 - Millsboro - Rehoboth,0,0,1,38.715542,-75.108974,422,215,0,0,3,27.9,13.28
WEEKDAY,0423,DEL RT 1 & OP REHO MALL,201 - Rehoboth Beach,26,47,73,38.729403,-75.130538,423,201,26,47,3,41.45,56.73
WEEKDAY,0423,DEL RT 1 & OP REHO MALL,203 - North - Local,10,9,19,38.729364,-75.130476,423,203,10,9,3,41.45,56.73
WEEKDAY,0423,DEL RT 1 & OP REHO MALL,215 - Millsboro - Rehoboth,5,1,6,38.729464,-75.130636,423,215,5,1,3,41.45,56.73
WEEKDAY,0424,SAVANNAH RD & QUAKER RD,204 - Lewes,0,0,1,38.755575,-75.159125,424,204,0,0,1,0.26,0.4
WEEKDAY,0425,SAVANNAH RD & US ARMY RESERV,204 - Lewes,3,12,15,38.765078,-75.148863,425,204,3,12,1,2.65,12.09
WEEKDAY,0426,SAVANNAH RD & BEEBE AVE.,204 - Lewes,3,13,16,38.770773,-75.142855,426,204,3,13,1,2.9,12.98
WEEKDAY,0427,MARKET ST & 2ND ST,204 - Lewes,22,60,82,38.775299,-75.140306,427,204,22,60,1,22.19,60.02
WEEKDAY,0428,SAVANNAH RD & BEEBE HOSPITAL,204 - Lewes,16,2,18,38.771182,-75.142526,428,204,16,2,1,16.39,1.66
WEEKDAY,0429,SAVANNAH RD & HULING COVE,204 - Lewes,16,4,20,38.765213,-75.148835,429,204,16,4,1,16.31,3.99
WEEKDAY,0430,SAVANNAH RD & COVEY CREEK,204 - Lewes,0,0,1,38.756298,-75.158432,430,204,0,0,1,0.22,0.36
WEEKDAY,0432,ADAMS STATE SERVICE CENTER A,206 - Georgetown - Lewes - Rehoboth,8,6,14,38.665369,-75.378943,432,206,8,6,3,11.98,12.5
WEEKDAY,0432,ADAMS STATE SERVICE CENTER A,901 - Georgetown Flex,1,3,4,38.665398,-75.379067,432,901,1,3,3,11.98,12.5
WEEKDAY,0432,ADAMS STATE SERVICE CENTER A,902 - Millsboro - Georgetown Flex,3,4,7,38.666163,-75.380030,432,902,3,4,3,11.98,12.5
WEEKDAY,0433,US RT 9 & N RAILROAD AVE,206 - Georgetown - Lewes - Rehoboth,13,1,14,38.691984,-75.383422,433,206,13,1,2,16.54,1.67
WEEKDAY,0433,US RT 9 & N RAILROAD AVE,303 - Intercounty Dover - Milford - Georgetown,4,0,4,38.692453,-75.383117,433,303,4,0,2,16.54,1.67
WEEKDAY,0434,US RT 9 & DEL RT 5,206 - Georgetown - Lewes - Rehoboth,7,7,14,38.725285,-75.283267,434,206,7,7,2,9.83,6.75
WEEKDAY,0434,US RT 9 & DEL RT 5,303 - Intercounty Dover - Milford - Georgetown,2,0,3,38.724807,-75.285754,434,303,2,0,2,9.83,6.75
WEEKDAY,0435,US RT 9 & RD 281,206 - Georgetown - Lewes - Rehoboth,1,0,2,38.734209,-75.238236,435,206,1,0,1,1.45,0.23
WEEKDAY,0436,US RT 9 & OP SUSSEX EAST,206 - Georgetown - Lewes - Rehoboth,0,1,1,38.739780,-75.199927,436,206,0,1,1,0.07,0.51
WEEKDAY,0437,US RT 9 & SUSSEX EAST,206 - Georgetown - Lewes - Rehoboth,0,1,1,38.739722,-75.200525,437,206,0,1,1,0.25,0.66
WEEKDAY,0438,US RT 9 & RD 281,206 - Georgetown - Lewes - Rehoboth,0,1,1,38.734232,-75.238307,438,206,0,1,1,0.11,0.71
WEEKDAY,0439,US RT 9 & DEL RT5,206 - Georgetown - Lewes - Rehoboth,0,0,0,38.724492,-75.287418,439,206,0,0,2,0.16,0.1
WEEKDAY,0439,US RT 9 & DEL RT5,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.724523,-75.287549,439,303,0,0,2,0.16,0.1
WEEKDAY,0440,US RT 9 & N RAILROAD AVE,206 - Georgetown - Lewes - Rehoboth,1,19,19,38.691901,-75.383568,440,206,1,19,2,0.63,22.89
WEEKDAY,0440,US RT 9 & N RAILROAD AVE,303 - Intercounty Dover - Milford - Georgetown,0,4,4,38.691877,-75.383635,440,303,0,4,2,0.63,22.89
WEEKDAY,0442,DEL RT 24 & PEDDLERS VILLAGE,215 - Millsboro - Rehoboth,0,2,2,38.698957,-75.170395,442,215,0,2,1,0.42,1.51
WEEKDAY,0443,DEL RT 23 & SHOPPES OF LNGNC,215 - Millsboro - Rehoboth,0,1,1,38.630646,-75.175258,443,215,0,1,1,0.11,1
WEEKDAY,0447,DEL RT 24 & OP NANTICOKE CR,215 - Millsboro - Rehoboth,6,2,8,38.636728,-75.193630,447,215,6,2,1,5.64,2.02
WEEKDAY,0448,DEL RT 24 & OP PEDDLERS VILL,215 - Millsboro - Rehoboth,4,1,5,38.700441,-75.167641,448,215,4,1,1,3.53,1.29
WEEKDAY,0449,PALMER ST & OP LUTHER TWRS,303 - Intercounty Dover - Milford - Georgetown,1,1,2,38.785535,-75.310016,449,303,1,1,1,0.73,0.8
WEEKDAY,0450,RD 213 & PPHCHURCH-SITE,303 - Intercounty Dover - Milford - Georgetown,3,0,3,38.793825,-75.429730,450,303,3,0,1,3,0
WEEKDAY,0451,S WALNUT ST & MISPILLION APT,303 - Intercounty Dover - Milford - Georgetown,2,2,4,38.895215,-75.430007,451,303,2,2,1,2.34,2.02
WEEKDAY,0452,S WALNUT ST & PARK AVE,210 - Milford,3,1,4,38.913176,-75.428355,452,210,3,1,2,7.3,6
WEEKDAY,0452,S WALNUT ST & PARK AVE,303 - Intercounty Dover - Milford - Georgetown,4,5,9,38.913147,-75.428334,452,303,4,5,2,7.3,6
WEEKDAY,0453,SUPER WAL-MART ON-SITE,210 - Milford,31,23,54,38.929311,-75.434655,453,210,31,23,3,82.09,73.76
WEEKDAY,0453,SUPER WAL-MART ON-SITE,303 - Intercounty Dover - Milford - Georgetown,27,25,52,38.929645,-75.434110,453,303,27,25,3,82.09,73.76
WEEKDAY,0453,SUPER WAL-MART ON-SITE,307 - Intercounty Rehoboth - Dover,25,26,50,38.929606,-75.434052,453,307,25,26,3,82.09,73.76
WEEKDAY,0454,N WALNUT ST & PARK ST-DHSS,210 - Milford,2,3,5,38.913258,-75.428407,454,210,2,3,2,7.3,9.41
WEEKDAY,0454,N WALNUT ST & PARK ST-DHSS,303 - Intercounty Dover - Milford - Georgetown,6,6,12,38.913263,-75.428371,454,303,6,6,2,7.3,9.41
WEEKDAY,0455,S WALNUT ST & MISPILLION APT,303 - Intercounty Dover - Milford - Georgetown,2,2,5,38.895207,-75.430046,455,303,2,2,1,2.33,2.28
WEEKDAY,0456,PALMER ST & LUTHER TOWERS,303 - Intercounty Dover - Milford - Georgetown,1,1,2,38.785621,-75.310218,456,303,1,1,1,1.07,0.98
WEEKDAY,0458,MAIN ST- BRIDGEVILLE AT AUST,212 - Georgetown - Seaford - Laurel,0,0,0,38.736313,-75.596267,458,212,0,0,1,0,0.05
WEEKDAY,0459,BRIDGEVILLE STSC AT MILL/CAN,212 - Georgetown - Seaford - Laurel,6,5,10,38.743122,-75.605047,459,212,6,5,1,5.73,4.61
WEEKDAY,0460,US RT 13 AT WAL-MART-ON SITE,212 - Georgetown - Seaford - Laurel,8,6,14,38.661572,-75.591161,460,212,8,6,2,10.7,9.02
WEEKDAY,0460,US RT 13 AT WAL-MART-ON SITE,903 - Seaford Flex,3,3,6,38.661393,-75.591336,460,903,3,3,2,10.7,9.02
WEEKDAY,0461,SEAFORD VILLAGE SC ROSES/DOL,212 - Georgetown - Seaford - Laurel,7,8,15,38.660033,-75.596168,461,212,7,8,2,17.58,18.93
WEEKDAY,0461,SEAFORD VILLAGE SC ROSES/DOL,903 - Seaford Flex,11,11,22,38.659879,-75.596010,461,903,11,11,2,17.58,18.93
WEEKDAY,0462,SHIPLEY STATE SERVICE CENTER,903 - Seaford Flex,1,0,2,38.653947,-75.609454,462,903,1,0,1,1.14,0.36
WEEKDAY,0463,NANTICOKE HOSPITAL AT MIDDLE,903 - Seaford Flex,1,0,2,38.642378,-75.605669,463,903,1,0,1,1.41,0.46
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,006 - Kirkwood Highway,4,20,23,39.750573,-75.554478,465,6,4,20,7,63.06,57.47
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,010 - Delaware Avenue - University Plaza,4,2,6,39.750588,-75.554466,465,10,4,2,7,63.06,57.47
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,016 - Newark Express,11,5,16,39.750603,-75.553831,465,16,11,5,7,63.06,57.47
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,020 - Lancaster Pike,0,2,2,39.750582,-75.554488,465,20,0,2,7,63.06,57.47
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,045 - Odessa - Christiana Mall - Wilmington,9,8,18,39.750456,-75.554076,465,45,9,8,7,63.06,57.47
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,052 - Centreville - Greenville - Kennett Pike,1,1,2,39.750581,-75.554485,465,52,1,1,7,63.06,57.47
WEEKDAY,0465,DELAWARE AVE @ ADAMS ST,301 - Intercounty Wilmington - Dover,34,19,52,39.750377,-75.554174,465,301,34,19,7,63.06,57.47
WEEKDAY,0474,SMYRNA REST AREA @ P&R,120 - Dover - Cheswold - Smyrna,45,41,86,39.323413,-75.618119,474,120,45,41,3,117.93,103.01
WEEKDAY,0474,SMYRNA REST AREA @ P&R,301 - Intercounty Wilmington - Dover,66,57,123,39.323540,-75.618229,474,301,66,57,3,117.93,103.01
WEEKDAY,0474,SMYRNA REST AREA @ P&R,302 - Intercounty Newark - Dover,7,5,12,39.323460,-75.618165,474,302,7,5,3,117.93,103.01
WEEKDAY,0476,US RT13 & SMYRNA LEPSIC RD,120 - Dover - Cheswold - Smyrna,2,2,4,39.290915,-75.596530,476,120,2,2,1,2.38,1.58
WEEKDAY,0477,US RT13 & FAST LANDING RD,120 - Dover - Cheswold - Smyrna,4,4,8,39.223088,-75.576405,477,120,4,4,1,4.08,3.97
WEEKDAY,0478,US RT 13 & DENNEYS RD,112 - DelTech - West Dover,2,0,2,39.201133,-75.558007,478,112,2,0,2,2.25,7.97
WEEKDAY,0478,US RT 13 & DENNEYS RD,120 - Dover - Cheswold - Smyrna,1,8,8,39.201339,-75.557936,478,120,1,8,2,2.25,7.97
WEEKDAY,0480,US RT13 & DENNEYS RD,120 - Dover - Cheswold - Smyrna,3,0,4,39.202922,-75.560613,480,120,3,0,1,3.47,0.43
WEEKDAY,0481,US RT13 & FAST LANDING RD,120 - Dover - Cheswold - Smyrna,3,5,8,39.224357,-75.576662,481,120,3,5,1,3.06,5.11
WEEKDAY,0482,US RT13 @ SMYRNA LEPSIC RD,120 - Dover - Cheswold - Smyrna,0,4,5,39.292084,-75.596857,482,120,0,4,1,0.47,4.41
WEEKDAY,0486,SR 299 @ N CATHERINE ST,043 - Middletown - Odessa Park & Ride,8,2,9,39.449824,-75.713703,486,43,8,2,1,7.73,1.54
WEEKDAY,0490,STATE ST & KENT GENERAL HOS,105 - Moores Lake Ctr,2,2,4,39.151062,-75.522564,490,105,2,2,1,2.46,1.61
WEEKDAY,0493,MILFORD COMMONS ON-SITE,303 - Intercounty Dover - Milford - Georgetown,0,0,0,38.933304,-75.433504,493,303,0,0,1,0.03,0.03
WEEKDAY,0495,DELAWARE AVE & CLARK ST,117 - Harrington - Dover,3,3,7,38.924093,-75.577081,495,117,3,3,1,3.38,3.16
WEEKDAY,0534,US RT 13 @ CAMDEN WYOMING AV,104 - Camden Walmart,1,3,4,39.114647,-75.537023,534,104,1,3,1,1.27,2.69
WEEKDAY,0539,PEACHTREE & HONDA DEALER,117 - Harrington - Dover,0,0,0,39.098559,-75.542950,539,117,0,0,1,0,0.05
WEEKDAY,0548,STATE ST & GOODEN AVE,105 - Moores Lake Ctr,0,0,0,39.147785,-75.522477,548,105,0,0,1,0.11,0.38
WEEKDAY,0549,STATE ST & OP YMCA,105 - Moores Lake Ctr,3,21,24,39.144525,-75.522722,549,105,3,21,1,3.13,20.79
WEEKDAY,0551,STATE ST & OLD RUDNIK LN,105 - Moores Lake Ctr,1,2,3,39.135300,-75.521325,551,105,1,2,1,0.53,2.17
WEEKDAY,0552,STATE ST & COOPER RD,105 - Moores Lake Ctr,0,1,1,39.131666,-75.519811,552,105,0,1,1,0.45,0.95
WEEKDAY,0553,STATE ST OP LAKELAND TP,105 - Moores Lake Ctr,1,2,3,39.129371,-75.518873,553,105,1,2,1,0.77,2.12
WEEKDAY,0554,STATE ST & OLD MILL RD,105 - Moores Lake Ctr,0,0,0,39.124798,-75.517075,554,105,0,0,1,0,0.04
WEEKDAY,0555,STATE ST & OP EMERSON DR,105 - Moores Lake Ctr,0,2,2,39.120678,-75.516027,555,105,0,2,1,0.26,2.13
WEEKDAY,0556,STATE ST & EMERSON DR,105 - Moores Lake Ctr,3,0,3,39.120261,-75.515609,556,105,3,0,1,2.5,0.15
WEEKDAY,0557,STATE ST & LAKELAND AVE,105 - Moores Lake Ctr,6,3,10,39.128539,-75.518459,557,105,6,3,1,6.27,3.27
WEEKDAY,0558,STATE ST & HIGHVIEW AV,105 - Moores Lake Ctr,0,0,1,39.132418,-75.520032,558,105,0,0,1,0.49,0.08
WEEKDAY,0559,STATE ST & HUNTLEY CIR,105 - Moores Lake Ctr,2,0,2,39.135765,-75.521379,559,105,2,0,1,1.89,0.32
WEEKDAY,0560,STATE ST & YMCA,105 - Moores Lake Ctr,21,1,22,39.144574,-75.522568,560,105,21,1,1,21.4,1
WEEKDAY,0561,STATE ST & PINE ST,105 - Moores Lake Ctr,1,0,1,39.146992,-75.522462,561,105,1,0,1,0.58,0.48
WEEKDAY,0562,PRESIDENT DR @ BAY RD,107 - Blue Hen Corp Ctr,4,8,11,39.144247,-75.499540,562,107,4,8,1,3.68,7.66
