DAY_OF_WEEK,UNIQUE_STOP_NUMBER,STOP_NAME,ROUTE,ON,OFF,TOTAL,LAT,LONG,StopID,IndividRoute,IndvRtOn,IndvRtOff,NumberOfRoutes,AllRtOn,AllRtOff
WEEKDAY,2226,RIVER RD @ OP RODMAN AVE,004 - W 4th Street - Governor Printz Blvd,0,0,0,39.761873,-75.496781,2226,4,0,0,1,0.06,0.28
WEEKDAY,2227,RIVER RD & OP MARION AVE,004 - W 4th Street - Governor Printz Blvd,1,26,27,39.763408,-75.495150,2227,4,1,26,1,1.24,25.96
WEEKDAY,2229,RIVER RD @ KYNLYN DR,004 - W 4th Street - Governor Printz Blvd,0,6,6,39.764889,-75.493524,2229,4,0,6,1,0.17,5.62
WEEKDAY,2230,RIVER RD @ PROSPECT DR,004 - W 4th Street - Governor Printz Blvd,0,2,2,39.765430,-75.492440,2230,4,0,2,1,0.49,1.61
WEEKDAY,2231,PROSPECT DR @ BLDG 1258,004 - W 4th Street - Governor Printz Blvd,2,4,6,39.764990,-75.491007,2231,4,2,4,1,1.75,3.83
WEEKDAY,2233,KYNLYN DR @ RIVERSIDE DR,004 - W 4th Street - Governor Printz Blvd,1,1,3,39.763440,-75.490616,2233,4,1,2,1,1.25,1.5
WEEKDAY,2234,KYNLYN DR @ BLDG 1311,004 - W 4th Street - Governor Printz Blvd,7,1,8,39.763922,-75.491551,2234,4,7,1,1,6.58,1.16
WEEKDAY,2235,KYNLYN DR @ RIVER RD,004 - W 4th Street - Governor Printz Blvd,6,0,6,39.764701,-75.493360,2235,4,6,0,1,6.25,0.25
WEEKDAY,2236,RIVER RD @ MARION AVE,004 - W 4th Street - Governor Printz Blvd,12,0,12,39.763148,-75.495455,2236,4,12,0,1,12.03,0.1
WEEKDAY,2237,RIVER RD @ RODMAN AVE,004 - W 4th Street - Governor Printz Blvd,1,0,1,39.762044,-75.496616,2237,4,1,0,1,0.67,0.07
WEEKDAY,2240,LORE AVE @ WOODCROFT AVE,004 - W 4th Street - Governor Printz Blvd,2,0,2,39.759570,-75.497296,2240,4,2,0,1,2.4,0.03
WEEKDAY,2242,LORE AVE @ CHANNEL AVE,004 - W 4th Street - Governor Printz Blvd,1,0,1,39.758283,-75.495271,2242,4,1,0,1,0.73,0
WEEKDAY,2243,LORE AVE @ GOV PRINTZ BLVD,004 - W 4th Street - Governor Printz Blvd,2,1,3,39.757362,-75.494019,2243,4,2,1,1,2.17,0.55
WEEKDAY,2244,GOV PRINTZ BLVD @ HAINES AVE,004 - W 4th Street - Governor Printz Blvd,2,0,2,39.756218,-75.495694,2244,4,2,0,1,1.98,0.25
WEEKDAY,2245,RYSING DR @ CLAYTON ST,004 - W 4th Street - Governor Printz Blvd,5,0,6,39.756967,-75.500510,2245,4,5,0,1,5.47,0.48
WEEKDAY,2246,RYSING DR @ OP POLK RD,004 - W 4th Street - Governor Printz Blvd,30,1,32,39.757726,-75.501765,2246,4,30,1,1,30.42,1.44
WEEKDAY,2248,RYSING DR @ S PENNEWELL DR,004 - W 4th Street - Governor Printz Blvd,17,1,18,39.758614,-75.503275,2248,4,17,1,1,17.34,0.82
WEEKDAY,2249,RYSING DR @ N PENNEWELL DR,004 - W 4th Street - Governor Printz Blvd,15,1,16,39.758962,-75.504164,2249,4,15,1,1,15.49,0.74
WEEKDAY,2250,RYSING DR @ RIVER RD,004 - W 4th Street - Governor Printz Blvd,1,0,1,39.759141,-75.505789,2250,4,1,0,1,1.2,0.07
WEEKDAY,2251,RIVER RD @ BRANDYWINE BLVD,004 - W 4th Street - Governor Printz Blvd,2,0,2,39.759000,-75.507182,2251,4,2,0,1,1.6,0.27
WEEKDAY,2253,EDGEMOOR RD @ PALADIN DR,004 - W 4th Street - Governor Printz Blvd,12,1,13,39.757107,-75.508649,2253,4,12,1,1,11.99,1.27
WEEKDAY,2254,EDGEMOOR RD @ OP DENNY RD,004 - W 4th Street - Governor Printz Blvd,12,3,14,39.754931,-75.506972,2254,4,12,3,1,11.6,2.88
WEEKDAY,2255,NORTHEAST BLVD @ 25TH ST,004 - W 4th Street - Governor Printz Blvd,18,3,20,39.749038,-75.528453,2255,4,18,3,1,17.87,2.5
WEEKDAY,2256,NORTHEAST BLVD @ VANDEVER AV,004 - W 4th Street - Governor Printz Blvd,55,14,69,39.746422,-75.531549,2256,4,55,14,1,54.75,13.92
WEEKDAY,2257,NORTHEAST BLVD @ 16TH ST,004 - W 4th Street - Governor Printz Blvd,4,2,7,39.747725,-75.534703,2257,4,4,2,1,4.45,2.19
WEEKDAY,2258,NORTHEAST BLVD @ 13TH ST,004 - W 4th Street - Governor Printz Blvd,6,1,7,39.746579,-75.536890,2258,4,6,1,1,5.92,1.09
WEEKDAY,2259,11TH ST @ BENNETT ST,004 - W 4th Street - Governor Printz Blvd,3,2,5,39.746080,-75.539923,2259,4,3,2,1,3.16,2
WEEKDAY,2260,10TH ST @ KIRKWOOD ST,004 - W 4th Street - Governor Printz Blvd,23,11,35,39.742793,-75.540846,2260,4,23,11,1,23.34,11.34
WEEKDAY,2261,10TH ST @ LOMBARD ST,004 - W 4th Street - Governor Printz Blvd,3,2,6,39.745561,-75.544864,2261,4,3,2,1,3.3,2.28
WEEKDAY,2262,10TH ST @ CLIFFORD BROWN WAL,004 - W 4th Street - Governor Printz Blvd,1,0,2,39.745384,-75.546078,2262,4,1,0,1,1.14,0.4
WEEKDAY,2263,10TH ST @ WALNUT ST,004 - W 4th Street - Governor Printz Blvd,3,3,6,39.744942,-75.546684,2263,4,3,3,1,2.78,3.47
WEEKDAY,2268,DUPONT HWY @ 5TH AVE,025 - Delaware City - DuPont Highway,1,7,8,39.659753,-75.610883,2268,25,1,7,2,1.46,7.48
WEEKDAY,2268,DUPONT HWY @ 5TH AVE,047 - DuPont Highway - Middletown,1,0,1,39.659813,-75.610798,2268,47,1,0,2,1.46,7.48
WEEKDAY,2269,DUPONT HWY @ 3RD ST,025 - Delaware City - DuPont Highway,1,5,6,39.658550,-75.612242,2269,25,1,5,1,1.2,4.98
WEEKDAY,2270,DUPONT HWY @ WILSON DR,025 - Delaware City - DuPont Highway,1,12,13,39.655338,-75.615829,2270,25,1,12,1,0.94,12.26
WEEKDAY,2272,DUPONT HWY @ OP LLANGOLLEN B,025 - Delaware City - DuPont Highway,0,8,8,39.648832,-75.620676,2272,25,0,8,2,3.1,8.25
WEEKDAY,2272,DUPONT HWY @ OP LLANGOLLEN B,047 - DuPont Highway - Middletown,3,0,3,39.648912,-75.621599,2272,47,3,0,2,3.1,8.25
WEEKDAY,2275,MENDELL PL @ WERDEN DR,025 - Delaware City - DuPont Highway,0,8,8,39.644569,-75.620617,2275,25,0,8,1,0.24,7.7
WEEKDAY,2276,MENDELL PL @ SAIENNI BLVD,025 - Delaware City - DuPont Highway,1,33,34,39.641928,-75.622370,2276,25,1,33,1,0.67,33.38
WEEKDAY,2277,SAIENNI BLVD @ OP MAPLE CT A,025 - Delaware City - DuPont Highway,1,18,19,39.640643,-75.623725,2277,25,1,18,1,0.67,18.16
WEEKDAY,2278,DUPONT HWY @ BUENA VISTA DR,025 - Delaware City - DuPont Highway,0,14,14,39.638228,-75.629189,2278,25,0,14,1,0.26,13.56
WEEKDAY,2279,DUPONT HWY & VINWAY RD,025 - Delaware City - DuPont Highway,0,6,7,39.636441,-75.630435,2279,25,0,6,1,0.14,6.42
WEEKDAY,2280,DUPONT HWY @ OP VINWAY RD,025 - Delaware City - DuPont Highway,4,0,4,39.636672,-75.629917,2280,25,4,0,1,3.9,0.14
WEEKDAY,2282,DUPONT HWY @ HEDDINGTON DR,025 - Delaware City - DuPont Highway,19,0,19,39.638610,-75.628520,2282,25,19,0,1,18.65,0.33
WEEKDAY,2283,SAIENNI BLVD @ MAPLE COURT,025 - Delaware City - DuPont Highway,8,1,9,39.640588,-75.623745,2283,25,8,1,1,7.92,0.69
WEEKDAY,2284,MENDELL PL @ SAIENNI BLVD,025 - Delaware City - DuPont Highway,39,1,40,39.642046,-75.622287,2284,25,39,1,1,39.01,0.61
WEEKDAY,2288,DUPONT HWY @ 84 LUMBER,025 - Delaware City - DuPont Highway,2,2,4,39.652569,-75.618109,2288,25,2,2,1,1.78,2.05
WEEKDAY,2289,DUPONT HWY @ NUR TEMPLE,025 - Delaware City - DuPont Highway,3,1,5,39.655751,-75.614805,2289,25,3,1,1,3.38,1.19
WEEKDAY,2290,DUPONT HWY @ OP 3RD AVE,025 - Delaware City - DuPont Highway,6,1,7,39.658181,-75.612028,2290,25,6,1,1,5.95,1.04
WEEKDAY,2291,DUPONT HWY @ OP 5TH ST,025 - Delaware City - DuPont Highway,5,2,6,39.659686,-75.610303,2291,25,5,2,2,4.79,1.74
WEEKDAY,2291,DUPONT HWY @ OP 5TH ST,047 - DuPont Highway - Middletown,0,0,0,39.659811,-75.610184,2291,47,0,0,2,4.79,1.74
WEEKDAY,2293,DUPONT HWY @ QUIQLEY BLVD,025 - Delaware City - DuPont Highway,21,4,26,39.663120,-75.606368,2293,25,21,4,1,21.48,4.16
WEEKDAY,2300,GILPIN ST @ DUPONT ST,028 - AI Dupont Hospital - Wilmington DMV,6,2,8,39.758466,-75.560959,2300,28,6,2,1,5.62,1.94
WEEKDAY,2301,AUGUSTINE C-OFF @ OP WAWASET,028 - AI Dupont Hospital - Wilmington DMV,0,1,1,39.760242,-75.558375,2301,28,0,1,1,0.03,1.08
WEEKDAY,2302,AUGUSTINE C-OFF @ 18TH ST,028 - AI Dupont Hospital - Wilmington DMV,0,3,3,39.761545,-75.554081,2302,28,0,3,1,0,3.28
WEEKDAY,2311,AUGUSTINE C-OFF @ 18TH ST,028 - AI Dupont Hospital - Wilmington DMV,1,0,1,39.761369,-75.554585,2311,28,1,0,1,0.52,0.06
WEEKDAY,2312,AUGUSTINE C-OFF @ WAWASET RD,028 - AI Dupont Hospital - Wilmington DMV,1,0,1,39.760379,-75.558340,2312,28,1,0,1,0.53,0.22
WEEKDAY,2313,DUPONT ST @ GILPIN AVE,028 - AI Dupont Hospital - Wilmington DMV,2,2,4,39.758642,-75.561358,2313,28,2,2,1,2.3,1.96
WEEKDAY,2336,CHURCHMANS RD @ CHURCHMANS P,033 - Christiana Mall - Newark,11,24,35,39.689322,-75.658807,2336,33,11,24,2,11.26,33.87
WEEKDAY,2336,CHURCHMANS RD @ CHURCHMANS P,054 - Fairplay Sta - Christiana Mall - Wilton,1,9,10,39.689329,-75.658814,2336,54,1,9,2,11.26,33.87
WEEKDAY,2337,DEL RT 4 @ HYGEIA DR,033 - Christiana Mall - Newark,23,40,63,39.689497,-75.671457,2337,33,23,40,2,22.99,40
WEEKDAY,2337,DEL RT 4 @ HYGEIA DR,062 - Churchmans Shuttle,0,0,0,39.690239,-75.673221,2337,62,0,0,2,22.99,40
WEEKDAY,2338,DEL RT 4 @ ROLLING DR,033 - Christiana Mall - Newark,9,22,31,39.687407,-75.678494,2338,33,9,22,2,9.28,23.13
WEEKDAY,2338,DEL RT 4 @ ROLLING DR,062 - Churchmans Shuttle,0,2,2,39.687404,-75.678491,2338,62,0,2,2,9.28,23.13
WEEKDAY,2339,DEL RT 4 @ HARMONY RD,033 - Christiana Mall - Newark,21,40,61,39.685443,-75.682557,2339,33,21,40,2,21.39,39.97
WEEKDAY,2339,DEL RT 4 @ HARMONY RD,062 - Churchmans Shuttle,0,0,0,39.685418,-75.682533,2339,62,0,0,2,21.39,39.97
WEEKDAY,2340,DEL RT 4 @ PRIDES CROSSING,033 - Christiana Mall - Newark,5,6,10,39.682520,-75.688705,2340,33,5,6,2,4.53,5.65
WEEKDAY,2340,DEL RT 4 @ PRIDES CROSSING,062 - Churchmans Shuttle,0,0,0,39.682519,-75.688673,2340,62,0,0,2,4.53,5.65
WEEKDAY,2341,DEL RT 4 @ MBNA OVERPASS,033 - Christiana Mall - Newark,15,26,41,39.680932,-75.692106,2341,33,15,26,2,15.53,25.93
WEEKDAY,2341,DEL RT 4 @ MBNA OVERPASS,062 - Churchmans Shuttle,0,0,0,39.680908,-75.692048,2341,62,0,0,2,15.53,25.93
WEEKDAY,2343,CHRISTIANA RD @ BROWNLEAF RD,062 - Churchmans Shuttle,0,0,0,39.677148,-75.686075,2343,62,0,0,1,0,0
WEEKDAY,2352,CHESTNUT HILL RD @ CHES CROS,033 - Christiana Mall - Newark,4,11,15,39.665015,-75.720714,2352,33,4,11,1,3.56,11.16
WEEKDAY,2353,CHESTNUT HILL RD @ AUGUSTA D,033 - Christiana Mall - Newark,3,7,9,39.674398,-75.704481,2353,33,3,7,1,2.85,6.6
WEEKDAY,2354,CHESTNUT HILL RD @ OP TODD L,033 - Christiana Mall - Newark,1,1,3,39.673204,-75.706529,2354,33,1,2,1,1.29,1.5
WEEKDAY,2356,CHESTNUT HILL RD @ TODD EST,033 - Christiana Mall - Newark,3,7,10,39.670709,-75.710411,2356,33,3,7,1,2.66,7.21
WEEKDAY,2357,CHESTNUT HILL RD @ OLD NEWAR,033 - Christiana Mall - Newark,1,5,6,39.669162,-75.712686,2357,33,1,5,1,1.04,4.98
WEEKDAY,2358,CHESTNUT HILL RD @ MALVERN A,033 - Christiana Mall - Newark,3,4,7,39.666458,-75.717370,2358,33,3,4,1,2.81,3.89
WEEKDAY,2361,CHESTNUT HILL RD @ MARROWS R,033 - Christiana Mall - Newark,7,3,10,39.662699,-75.727353,2361,33,7,3,2,14.71,9.94
WEEKDAY,2361,CHESTNUT HILL RD @ MARROWS R,055 - Old Baltimore Pike,8,7,14,39.662801,-75.727602,2361,55,8,7,2,14.71,9.94
WEEKDAY,2362,CHESTNUT HILL RD @ KINGSTON,033 - Christiana Mall - Newark,1,1,2,39.662161,-75.730671,2362,33,1,1,2,2.93,2.6
WEEKDAY,2362,CHESTNUT HILL RD @ KINGSTON,055 - Old Baltimore Pike,2,1,3,39.662142,-75.730662,2362,55,2,1,2,2.93,2.6
WEEKDAY,2363,CHESTNUT HILL RD @ DEL RT 72,033 - Christiana Mall - Newark,3,9,12,39.661810,-75.734921,2363,33,3,9,1,3.13,8.58
WEEKDAY,2364,CHESTNUT HILL RD @ OP PENCAD,033 - Christiana Mall - Newark,1,2,3,39.661470,-75.737642,2364,33,1,2,1,1.04,2
WEEKDAY,2365,CHESTNUT HILL RD @ OP ARGYLE,033 - Christiana Mall - Newark,0,0,0,39.660766,-75.739941,2365,33,0,0,1,0.1,0.33
WEEKDAY,2366,CHESTNUT HILL RD @ OP ROBSCO,033 - Christiana Mall - Newark,0,3,3,39.659219,-75.744160,2366,33,0,3,1,0.39,2.56
WEEKDAY,2373,S MAIN ST @ DELAWARE AVE,016 - Newark Express,0,3,3,39.681659,-75.757250,2373,16,0,3,2,0.56,14.05
WEEKDAY,2373,S MAIN ST @ DELAWARE AVE,033 - Christiana Mall - Newark,0,11,12,39.681670,-75.757270,2373,33,0,11,2,0.56,14.05
WEEKDAY,2375,S COLLEGE AVE @ KENT WAY,046 - Newark - Glasgow,1,0,1,39.678880,-75.753613,2375,46,1,0,1,1.29,0
WEEKDAY,2377,CHESTNUT HILL RD @ ROBSCOTT,033 - Christiana Mall - Newark,3,0,4,39.659213,-75.743493,2377,33,3,0,1,3.29,0.41
WEEKDAY,2378,CHESTNUT HILL RD @ ARGYLE RD,033 - Christiana Mall - Newark,2,3,5,39.660736,-75.738899,2378,33,2,3,1,1.85,2.65
WEEKDAY,2380,CHESTNUT HILL RD @ DEL RT 72,033 - Christiana Mall - Newark,10,4,14,39.661501,-75.735194,2380,33,10,4,2,11.49,6.3
WEEKDAY,2380,CHESTNUT HILL RD @ DEL RT 72,055 - Old Baltimore Pike,1,2,3,39.661386,-75.734813,2380,55,2,2,2,11.49,6.3
WEEKDAY,2381,CHESTNUT HILL RD @ KINGSTON,033 - Christiana Mall - Newark,2,3,4,39.662125,-75.729543,2381,33,2,3,2,2.22,8.55
WEEKDAY,2381,CHESTNUT HILL RD @ KINGSTON,055 - Old Baltimore Pike,1,6,6,39.662179,-75.729678,2381,55,1,6,2,2.22,8.55
WEEKDAY,2383,CHESTNUT HILL RD @ CH PLAZ S,033 - Christiana Mall - Newark,50,14,64,39.663218,-75.724612,2383,33,50,14,1,50.26,13.65
WEEKDAY,2385,CHESTNUT HILL RD @ GENDER RD,033 - Christiana Mall - Newark,16,6,21,39.665331,-75.719277,2385,33,16,6,1,15.54,5.64
WEEKDAY,2386,CHESTNUT HILL RD @ OP MALVER,033 - Christiana Mall - Newark,1,1,2,39.666580,-75.716521,2386,33,1,1,1,0.92,1.32
WEEKDAY,2387,CHESTNUT HILL RD @ OP OLD NE,033 - Christiana Mall - Newark,5,1,6,39.669494,-75.711731,2387,33,5,1,1,4.78,0.98
WEEKDAY,2388,CHESTNUT HILL RD @ PEARSON D,033 - Christiana Mall - Newark,8,3,11,39.670664,-75.709995,2388,33,8,3,1,8.08,3.2
WEEKDAY,2390,CHESTNUT HILL RD @ TODD LN,033 - Christiana Mall - Newark,1,1,2,39.673278,-75.705981,2390,33,1,1,1,1.28,0.81
WEEKDAY,2391,CHESTNUT HILL RD @ OP AUGUST,033 - Christiana Mall - Newark,14,3,17,39.674946,-75.702882,2391,33,14,3,1,13.66,2.9
WEEKDAY,2393,CHRISTIANA RD @ BROWNLEAF RD,062 - Churchmans Shuttle,0,0,0,39.677137,-75.686539,2393,62,0,0,1,0.04,0
WEEKDAY,2394,CHRISTIANA RD @ ROLLER RINK,062 - Churchmans Shuttle,0,1,1,39.676348,-75.683569,2394,62,0,1,1,0.04,0.66
WEEKDAY,2395,DEL RT 4 @ MBNA OVERPASS,033 - Christiana Mall - Newark,32,20,52,39.680614,-75.692052,2395,33,32,20,2,33.28,19.65
WEEKDAY,2395,DEL RT 4 @ MBNA OVERPASS,062 - Churchmans Shuttle,1,0,1,39.680718,-75.691838,2395,62,1,0,2,33.28,19.65
WEEKDAY,2396,DEL RT 4 @ ALLANDALE APTS,033 - Christiana Mall - Newark,10,4,15,39.682786,-75.687519,2396,33,10,4,2,10.43,4.29
WEEKDAY,2396,DEL RT 4 @ ALLANDALE APTS,062 - Churchmans Shuttle,0,0,0,39.683441,-75.686177,2396,62,0,0,2,10.43,4.29
WEEKDAY,2397,DEL RT 4 @ HARMONY RD,033 - Christiana Mall - Newark,43,10,53,39.685833,-75.681029,2397,33,43,10,2,42.74,11.28
WEEKDAY,2397,DEL RT 4 @ HARMONY RD,062 - Churchmans Shuttle,0,1,1,39.685940,-75.680900,2397,62,0,1,2,42.74,11.28
WEEKDAY,2398,DEL RT 4 @ SAMOSET DR,033 - Christiana Mall - Newark,15,13,28,39.687162,-75.678374,2398,33,15,13,2,15.08,13.02
WEEKDAY,2398,DEL RT 4 @ SAMOSET DR,062 - Churchmans Shuttle,0,0,0,39.687215,-75.678312,2398,62,0,0,2,15.08,13.02
WEEKDAY,2399,DEL RT 4 @ ENT TO HOSPITAL,033 - Christiana Mall - Newark,2,3,4,39.689589,-75.673144,2399,33,2,3,2,1.91,2.58
WEEKDAY,2399,DEL RT 4 @ ENT TO HOSPITAL,062 - Churchmans Shuttle,0,0,0,39.689923,-75.673349,2399,62,0,0,2,1.91,2.58
WEEKDAY,2400,CHURCHMANS RD @ CONTINENTAL,033 - Christiana Mall - Newark,17,11,28,39.687906,-75.657787,2400,33,17,11,2,23.8,12.03
WEEKDAY,2400,CHURCHMANS RD @ CONTINENTAL,054 - Fairplay Sta - Christiana Mall - Wilton,7,1,8,39.689058,-75.659127,2400,54,7,1,2,23.8,12.03
WEEKDAY,2406,OLD BALTIMORE PK @ MALL ACCE,034 - Newark - Christiana Mall,0,0,0,39.673469,-75.657671,2406,34,0,0,4,2.92,2.85
WEEKDAY,2406,OLD BALTIMORE PK @ MALL ACCE,040 - Glasgow - US Route 40,1,2,3,39.673540,-75.657743,2406,40,1,2,4,2.92,2.85
WEEKDAY,2406,OLD BALTIMORE PK @ MALL ACCE,054 - Fairplay Sta - Christiana Mall - Wilton,0,0,1,39.673563,-75.657794,2406,54,0,0,4,2.92,2.85
WEEKDAY,2406,OLD BALTIMORE PK @ MALL ACCE,055 - Old Baltimore Pike,1,1,2,39.673555,-75.657694,2406,55,1,1,4,2.92,2.85
WEEKDAY,2407,OLD BALTIMORE PK @ EDGEBROOK,034 - Newark - Christiana Mall,0,0,0,39.671859,-75.658383,2407,34,0,0,4,0.97,0.86
WEEKDAY,2407,OLD BALTIMORE PK @ EDGEBROOK,040 - Glasgow - US Route 40,1,1,1,39.671917,-75.658347,2407,40,1,1,4,0.97,0.86
WEEKDAY,2407,OLD BALTIMORE PK @ EDGEBROOK,054 - Fairplay Sta - Christiana Mall - Wilton,0,0,0,39.671927,-75.658361,2407,54,0,0,4,0.97,0.86
WEEKDAY,2407,OLD BALTIMORE PK @ EDGEBROOK,055 - Old Baltimore Pike,0,0,0,39.671924,-75.658346,2407,55,0,0,4,0.97,0.86
WEEKDAY,2408,OLD BALTIMORE PK @ BROWNS LN,034 - Newark - Christiana Mall,0,0,0,39.669023,-75.658902,2408,34,0,0,4,1.06,1.11
WEEKDAY,2408,OLD BALTIMORE PK @ BROWNS LN,040 - Glasgow - US Route 40,0,1,1,39.669065,-75.658859,2408,40,0,1,4,1.06,1.11
WEEKDAY,2408,OLD BALTIMORE PK @ BROWNS LN,054 - Fairplay Sta - Christiana Mall - Wilton,0,0,0,39.669060,-75.658854,2408,54,0,0,4,1.06,1.11
WEEKDAY,2408,OLD BALTIMORE PK @ BROWNS LN,055 - Old Baltimore Pike,1,0,1,39.669058,-75.658844,2408,55,1,0,4,1.06,1.11
WEEKDAY,2410,W MAIN ST @ OLD BALTIMORE PK,010 - Delaware Avenue - University Plaza,1,2,3,39.665831,-75.661092,2410,10,1,2,2,2.03,1.66
WEEKDAY,2410,W MAIN ST @ OLD BALTIMORE PK,034 - Newark - Christiana Mall,1,0,1,39.666030,-75.661190,2410,34,1,0,2,2.03,1.66
WEEKDAY,2411,CHAPMAN RD @ OP WAKEFIELD DR,034 - Newark - Christiana Mall,0,0,0,39.666589,-75.677776,2411,34,0,0,1,0.3,0.15
WEEKDAY,2412,CHAPMAN RD @ RESIDENCE INN E,034 - Newark - Christiana Mall,1,1,1,39.666827,-75.681366,2412,34,1,1,1,0.54,0.54
WEEKDAY,2413,CHAPMAN RD @ REGAL BLVD,034 - Newark - Christiana Mall,0,1,1,39.666449,-75.690390,2413,34,0,1,1,0.09,0.63
WEEKDAY,2414,CHAPMAN RD @ SANDLEWOOD APTS,034 - Newark - Christiana Mall,2,8,10,39.666945,-75.694769,2414,34,2,8,1,2.08,7.86
WEEKDAY,2415,SALEM CHURCH RD @ ELM DR,034 - Newark - Christiana Mall,0,0,1,39.668958,-75.696019,2415,34,0,0,1,0.37,0.35
WEEKDAY,2416,SALEM CHURCH RD @ OP SALEM C,034 - Newark - Christiana Mall,2,5,7,39.674159,-75.697290,2416,34,3,5,1,2.5,4.91
WEEKDAY,2418,MARROWS RD @ BROOKSIDE DR WB,055 - Old Baltimore Pike,4,8,13,39.666503,-75.727143,2418,55,4,8,1,4.38,8.27
WEEKDAY,2425,OGLETOWN RD @ GAYLORD DIST,034 - Newark - Christiana Mall,0,0,0,39.685747,-75.729425,2425,34,0,0,1,0.04,0
WEEKDAY,2426,OGLETOWN RD @ WHITE CLAY,062 - Churchmans Shuttle,6,3,9,39.685359,-75.721972,2426,62,6,3,2,8.73,4.4
WEEKDAY,2426,OGLETOWN RD @ WHITE CLAY CTR,034 - Newark - Christiana Mall,3,2,4,39.684992,-75.723074,2426,34,3,2,2,8.73,4.4
WEEKDAY,2427,OGLETOWN RD @ WINNER/INFIN E,034 - Newark - Christiana Mall,0,0,0,39.684160,-75.718167,2427,34,0,0,2,0.04,0.08
WEEKDAY,2427,OGLETOWN RD @ WINNER/INFIN E,062 - Churchmans Shuttle,0,0,0,39.684128,-75.718084,2427,62,0,0,2,0.04,0.08
WEEKDAY,2428,OGLETOWN RD @ OPLOEWS/2ND AV,034 - Newark - Christiana Mall,1,0,1,39.684233,-75.715261,2428,34,1,0,2,0.62,0.08
WEEKDAY,2428,OGLETOWN RD @ OPLOEWS/2ND AV,062 - Churchmans Shuttle,0,0,0,39.684231,-75.715293,2428,62,0,0,2,0.62,0.08
WEEKDAY,2429,OGLETOWN RD @ LOEWS/SECOND A,034 - Newark - Christiana Mall,0,0,0,39.684453,-75.715748,2429,34,0,0,2,0,0.28
WEEKDAY,2429,OGLETOWN RD @ LOEWS/SECOND A,062 - Churchmans Shuttle,0,0,0,39.684478,-75.715748,2429,62,0,0,2,0,0.28
WEEKDAY,2430,OGLETOWN RD @ 1800 OGLETOWN,034 - Newark - Christiana Mall,0,0,0,39.684453,-75.718231,2430,34,0,0,2,0,0.03
WEEKDAY,2430,OGLETOWN RD @ 1800 OGLETOWN,062 - Churchmans Shuttle,0,0,0,39.684506,-75.718210,2430,62,0,0,2,0,0.03
WEEKDAY,2431,OGLETOWN RD @ OP WHITE CLAY,034 - Newark - Christiana Mall,0,2,2,39.685182,-75.722973,2431,34,0,2,1,0.24,1.95
WEEKDAY,2434,DELAWARE AVE-NEW @ S COLLEGE,016 - Newark Express,0,3,3,39.681799,-75.751912,2434,16,0,3,3,1.06,13.75
WEEKDAY,2434,DELAWARE AVE-NEW @ S COLLEGE,033 - Christiana Mall - Newark,1,9,9,39.681794,-75.751921,2434,33,1,9,3,1.06,13.75
WEEKDAY,2434,DELAWARE AVE-NEW @ S COLLEGE,046 - Newark - Glasgow,0,2,3,39.681588,-75.751745,2434,46,0,2,3,1.06,13.75
WEEKDAY,2436,OGLETOWN RD @ MARROWS RD,034 - Newark - Christiana Mall,1,1,2,39.685351,-75.732257,2436,34,1,1,1,1.33,0.64
WEEKDAY,2444,OGLETOWN RD @ SOUTHERN STATE,034 - Newark - Christiana Mall,0,2,2,39.685823,-75.730206,2444,34,0,2,1,0.26,1.9
WEEKDAY,2446,MARROWS RD @ WYOMING RD,055 - Old Baltimore Pike,2,0,2,39.679215,-75.730682,2446,55,2,0,1,1.74,0.4
WEEKDAY,2447,MARROWS RD @ WHITE CHAPEL DR,055 - Old Baltimore Pike,33,16,49,39.675214,-75.728661,2447,55,33,16,1,33.04,15.7
WEEKDAY,2451,MARROWS RD @ BROOKSIDE DR EB,055 - Old Baltimore Pike,4,3,7,39.666668,-75.727089,2451,55,4,3,1,3.77,3.19
WEEKDAY,2452,SALEM CHURCH RD @ SALEM CH I,034 - Newark - Christiana Mall,1,0,1,39.676693,-75.698241,2452,34,1,0,1,1.11,0.38
WEEKDAY,2453,SALEM CHURCH RD @ OP ELM DR,034 - Newark - Christiana Mall,2,2,4,39.671793,-75.696822,2453,34,2,2,1,2.04,1.85
WEEKDAY,2454,SALEM CHURCH RD @ OAKDALE RD,034 - Newark - Christiana Mall,0,1,2,39.668693,-75.695978,2454,34,0,1,1,0.33,1.2
WEEKDAY,2455,CHAPMAN RD @ OP REGAL BLVD,034 - Newark - Christiana Mall,0,0,0,39.666314,-75.689903,2455,34,0,0,1,0.3,0
WEEKDAY,2456,CHAPMAN RD @ OP RESIDENCE IN,034 - Newark - Christiana Mall,0,0,0,39.666846,-75.679750,2456,34,0,0,1,0.04,0.13
WEEKDAY,2457,OLD BALTIMORE PK @ PATTERSON,034 - Newark - Christiana Mall,0,0,0,39.668567,-75.658859,2457,34,0,0,4,0.59,1.97
WEEKDAY,2457,OLD BALTIMORE PK @ PATTERSON,040 - Glasgow - US Route 40,0,1,1,39.668578,-75.658896,2457,40,0,1,4,0.59,1.97
WEEKDAY,2457,OLD BALTIMORE PK @ PATTERSON,054 - Fairplay Sta - Christiana Mall - Wilton,0,0,0,39.668572,-75.658886,2457,54,0,0,4,0.59,1.97
