OBJECTID,StopId,StopAbbr,StopName,Bench,Shelter,Routes,County,Id2,TotalPop,County_1,TotMinority,PerMinorityState,PerMinorityCounty,PerMinorityBG,TotPoverty,PerPovState,PerPovCounty,PerPovBG,TotLEP,PerLEPBG,PerLEPCounty,PerLEPState,OriginalSqFt,Shape_Length,Shape_Area,SqFtBuffer,Est_TotPop_BuffArea,Est_TotMinority_BuffArea,Est_TotPov_BuffArea,Est_TotLEP_BuffArea,Est_TotPop_PostRemovedDupIntersects,Est_TotMinority_PostRemovedDupIntersects,Est_TotPov_PostRemovedDupIntersects,Est_TotLEP_PostRemovedDupIntersects
302879,245,RWSA,RYSING DR @ SALISBURY DR,1,1,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,54.47592234,9.864236163,106.1773297,35,16,4,3,724,379,184,22
302881,2222,L0CH,LORE AVE @ OP CHANNEL AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,781.6897326,5986.006739,64432.58256,211,97,24,19,627,318,153,20
302897,2234,KWBU,KYNLYN DR @ BLDG 1311,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,184.6915596,1101.745407,11859.04142,262,121,30,24,476,144,39,26
302900,2235,K1RI,KYNLYN DR @ RIVER RD,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,43.29966964,51.09192414,549.9466946,163,75,18,15,719,136,44,20
302903,2235,K1RI,KYNLYN DR @ RIVER RD,0,0,4,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,287.3872682,1161.760826,12505.03944,35,3,1,1,719,136,44,20
302916,1521,MNHA,MARSH RD @ HARVEY RD,0,0,11,New Castle County,1.0003E+11,596,New Castle,48,36.96,41.46,8.05,26,12.12,11.91,4.36,3,0.51,4.57,4.39,9133206.983,653.279086,3011.417801,32414.50178,96,8,4,0,560,56,14,7
302940,733,NWSO,NAAMANS RD @ SOCIETY DR,0,0,"13, 61",New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,89.71875439,189.6539116,2041.409549,134,47,15,5,1395,830,155,120
302943,733,NWSO,NAAMANS RD @ SOCIETY DR,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,339.8067024,6348.092753,68330.02839,19,5,0,0,1395,830,155,120
302949,735,SNB2,SOCIETY DR @ BLDG 2000,0,0,"13, 61",New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,682.7096448,17256.42521,185745.8721,851,520,106,124,1316,728,155,139
302954,737,SSS2,SOCIETY DR @ SHELTER 2,1,1,"13, 61",New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,337.8434641,4476.520592,48184.6739,12,4,1,0,1303,793,161,186
302968,742,PSAP,PEACHTREE RD @ APPLETREE CT,1,1,"13, 61",New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,36.56564439,53.39766975,574.7654346,346,211,43,51,1368,871,144,78
302977,730,PNCE,PEACHTREE RD @ CEDARTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,447.6968835,1355.640851,14591.93831,1199,774,119,32,1277,806,128,38
302979,744,PSBI,PEACHTREE RD @ BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,389.5289193,6978.470747,75115.3335,30,8,0,0,1216,757,118,36
302982,744,PSBI,PEACHTREE RD @ BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,19.05101655,16.23558021,174.7576319,1106,714,109,29,1216,757,118,36
302983,729,PNBI,PEACHTREE RD @ OP BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,19.05101655,16.23558021,174.7576319,1090,703,108,29,1200,734,115,32
302984,1617,NECA,NAAMANS RD @ CARPENTER RD PNR,1,1,61,New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,19.05101655,16.23558021,174.7576319,243,157,24,6,916,406,86,38
302995,726,DWRU,DARLEY RD @ RUBY DR,0,0,"13, 61",New Castle County,1.0003E+11,1036,New Castle,399,36.96,41.46,38.51,64,12.12,11.91,6.18,50,4.99,4.57,4.39,4637252.95,288.5337748,4158.014968,44756.3216,23,9,1,1,1143,520,114,23
303005,729,PNBI,PEACHTREE RD @ OP BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1036,New Castle,399,36.96,41.46,38.51,64,12.12,11.91,6.18,50,4.99,4.57,4.39,4637252.95,244.0005231,2445.456031,26322.56435,18,7,1,1,1200,734,115,32
303011,730,PNCE,PEACHTREE RD @ CEDARTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1108,New Castle,229,36.96,41.46,20.67,117,12.12,11.91,10.6,9,0.87,4.57,4.39,5480085.847,93.35281473,339.0735279,3649.74248,36,7,4,0,1277,806,128,38
303019,158,PSAR,PHILADELPHIA PK @ OP ARCHMERE ACAD,0,0,"13, 31",New Castle County,1.0003E+11,583,New Castle,331,36.96,41.46,56.78,58,12.12,11.91,10.05,0,0,4.57,4.39,16849970.77,252.0066174,1372.801485,14776.6531,28,16,3,0,214,74,29,7
303027,751,DELW,DARLEY RD @ LENAPE WAY,0,0,"13, 61",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,92.55288348,50.78179868,546.6085454,59,18,12,1,205,77,26,7
303036,754,PSSE,PHILADELPHIA PK @ SEMINOLE AVE,1,1,"13, 31",New Castle County,1.0003E+11,1843,New Castle,763,36.96,41.46,41.4,229,12.12,11.91,12.43,0,0,4.57,4.39,5469933.305,164.4090467,1221.47629,13147.80877,285,118,35,0,460,171,60,7
303087,757,PSCO,PHILADELPHIA PK @ COMMONWEALTH AVE,1,0,"13, 31",New Castle County,1.0003E+11,1150,New Castle,417,36.96,41.46,36.26,36,12.12,11.91,3.13,99,9.14,4.57,4.39,8141730.156,158.4374771,1042.524352,11221.59385,58,21,2,5,1074,444,141,11
303102,759,PSPE,PHILADELPHIA PK @ PENNSYLVANIA AVE,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,74.66269593,352.8775448,3798.327086,52,6,2,0,1267,533,170,37
303105,759,PSPE,PHILADELPHIA PK @ PENNSYLVANIA AVE,0,0,"13, 31",New Castle County,1.0003E+11,807,New Castle,122,36.96,41.46,15.12,6,12.12,11.91,0.74,11,1.46,4.57,4.39,3798924.114,28.29243807,34.16409896,367.7378297,0,0,0,0,1267,533,170,37
303109,711,PNHA,PHILADELPHIA PK @ OP HARVEY RD,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,5.209972019,1.25737067,13.53417111,11,3,2,0,1449,598,201,50
303130,709,P0MA,PHILADELPHIA PK @ OP MAPLE RD,0,0,"13, 31",New Castle County,1.0003E+11,807,New Castle,122,36.96,41.46,15.12,6,12.12,11.91,0.74,11,1.46,4.57,4.39,3798924.114,141.6256861,780.9539359,8406.084581,2,0,0,0,1532,582,215,42
303160,3429,PNDA,PHILADELPHIA PIKE @ OP DELAWARE AVE,0,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,394.8600241,5258.148589,56598.01398,467,223,83,17,1237,467,176,23
303164,708,PNLE,PHILADELPHIA PK @ LEXINGTON DR,0,0,"13, 31",New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,56.01800863,149.5715136,1609.967934,9,3,0,0,1515,568,213,39
303192,765,PSDE,PHILADELPHIA PK @ W DELAWARE AVE,0,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,130.495915,605.160731,6513.869841,292,139,51,11,1160,430,162,18
303197,706,PNWI,PHILADELPHIA PK @ WINDING LN,0,0,"13, 31",New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,351.9222635,3536.221889,38063.42338,117,48,41,1,1346,507,189,29
303202,46,PNSI,PHILADELPHIA PK @ SILVERSIDE RD,0,0,"13, 31",New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,90.74231047,245.2658167,2640.00872,46,16,2,0,669,229,142,7
303211,702,P0HO,PHILADELPHIA PK @ HOLLY OAK RD,0,0,"13, 31",New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,257.7594622,2481.029554,26705.47304,178,47,11,3,892,321,153,9
303214,3790,SIPK,SILVERSIDE RD @ PHILADELPHIA PK,0,0,31,New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,82.41084167,316.8846475,3410.904315,262,69,16,4,625,204,122,7
303230,3790,SIPK,SILVERSIDE RD @ PHILADELPHIA PK,0,0,31,New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,253.7997479,2303.861605,24798.46073,294,121,103,2,625,204,122,7
303235,698,PNBV,PHILADELPHIA PK @ OP BELLEVUE CORP,0,0,13,New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,316.1525514,3272.966779,35229.78028,79,32,27,1,328,59,36,7
303251,685,BWPR,BELLEVUE PKWY & PROVIDNT GRP-101,0,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,514.6643015,11997.91663,129143.9832,124,12,4,4,283,45,25,6
303267,681,PNLI,PHILADELPHIA PK @ LINDSEY PL,0,0,"13, 31",New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,342.6022765,2978.351073,32058.57591,211,20,7,7,297,32,11,8
303274,155,PNAR,PHILADELPHIA PK @ ARCHMERE ACADEMY,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,22.82991309,13.89818577,149.5982282,76,23,16,1,209,71,29,7
303283,720,MEPH,MYRTLE AVE @ PHILADELPHIA PK,0,0,"31, 61",New Castle County,1.0003E+11,583,New Castle,331,36.96,41.46,56.78,58,12.12,11.91,10.05,0,0,4.57,4.39,16849970.77,28.56382463,24.69054528,265.7657545,36,21,4,0,186,67,29,5
303300,43,B0HI,BRANDYWINE BLVD @ HIGHLAND AVE,0,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,97.88891968,329.4361289,3546.006796,116,11,4,4,1034,115,51,7
303304,680,DWPH,DUNCAN RD @ PHILADELPHIA PK,0,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,188.7129974,1451.765201,15626.60807,179,17,6,6,460,50,20,8
303355,3112,NWTR,NAAMANS RD @ OP TRINITY CHURCH - WB,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,133.8446682,1071.1863,11530.10725,105,36,11,4,653,124,21,6
303379,3613,NEBM,NAAMANS RD @ OP BALLYMEADE,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,335.6521203,2071.092031,22292.95991,2,1,0,0,763,164,10,13
303382,3613,NEBM,NAAMANS RD @ OP BALLYMEADE,0,0,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,160.8155945,413.5023452,4450.884397,1,0,0,0,763,164,10,13
303420,2242,L1CH,LORE AVE @ CHANNEL AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,910.7096773,35280.51119,379754.7429,203,94,23,18,647,327,160,19
303438,2227,RNMA,RIVER RD & OP MARION AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,215.9993061,1762.619113,18972.59834,169,78,19,15,759,143,47,21
303442,2229,RNKY,RIVER RD @ KYNLYN DR,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,161.7387078,342.7304504,3689.105109,165,76,19,15,718,137,45,20
303446,2229,RNKY,RIVER RD @ KYNLYN DR,0,0,4,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,407.7335283,4884.481357,52575.90945,32,3,1,1,718,137,45,20
303482,1520,MNDU,MARSH RD @ DURBORAW RD,0,0,11,New Castle County,1.0003E+11,596,New Castle,48,36.96,41.46,8.05,26,12.12,11.91,4.36,3,0.51,4.57,4.39,9133206.983,478.3011269,8857.951124,95345.81099,19,1,1,0,598,67,16,10
303507,733,NWSO,NAAMANS RD @ SOCIETY DR,0,0,"13, 61",New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,32.18908343,47.73576324,513.8214239,693,423,86,101,1395,830,155,120
303522,732,NWMO,NAAMANS RD @ MONTCLAIR DR,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,582.9549593,19058.92201,205147.7086,619,400,61,16,1509,937,171,144
303537,1618,NESO,NAAMANS RD @ OP SOCIETY DR,0,0,61,New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,46.31469301,60.12547869,647.1826776,518,316,64,76,1286,739,138,98
303543,735,SNB2,SOCIETY DR @ BLDG 2000,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,269.5777819,3771.31012,40593.88191,6,2,0,0,1316,728,155,139
303567,743,PSCE,PEACHTREE RD @ OP CEDARTREE CT,1,1,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,541.6459892,14264.39967,153540.106,1200,775,119,32,1283,815,129,40
303582,743,PSCE,PEACHTREE RD @ OP CEDARTREE CT,1,1,"13, 61",New Castle County,1.0003E+11,1108,New Castle,229,36.96,41.46,20.67,117,12.12,11.91,10.6,9,0.87,4.57,4.39,5480085.847,27.18338773,27.46716856,295.6529591,27,6,3,0,1283,815,129,40
303594,744,PSBI,PEACHTREE RD @ BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1036,New Castle,399,36.96,41.46,38.51,64,12.12,11.91,6.18,50,4.99,4.57,4.39,4637252.95,87.61475134,296.8108835,3194.832982,6,2,0,0,1216,757,118,36
303613,1618,NESO,NAAMANS RD @ OP SOCIETY DR,0,0,61,New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,227.8382691,2489.073068,26792.05236,532,344,53,14,1286,739,138,98
303619,747,DERU,DARLEY RD @ RUBY DR,0,0,"13, 61",New Castle County,1.0003E+11,1036,New Castle,399,36.96,41.46,38.51,64,12.12,11.91,6.18,50,4.99,4.57,4.39,4637252.95,146.0405046,788.7142551,8489.615628,6,2,0,0,1090,488,111,20
303645,155,PNAR,PHILADELPHIA PK @ ARCHMERE ACADEMY,0,0,"13, 31",New Castle County,1.0003E+11,313,New Castle,96,36.96,41.46,30.67,30,12.12,11.91,9.58,19,6.51,4.57,4.39,6109712.911,0.834742295,0.0210758,0.226857115,99,30,9,6,209,71,29,7
303652,155,PNAR,PHILADELPHIA PK @ ARCHMERE ACADEMY,0,0,"13, 31",New Castle County,1.0003E+11,583,New Castle,331,36.96,41.46,56.78,58,12.12,11.91,10.05,0,0,4.57,4.39,16849970.77,188.8163976,1136.623511,12234.46471,27,15,3,0,209,71,29,7
303682,158,PSAR,PHILADELPHIA PK @ OP ARCHMERE ACAD,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,307.3427609,2702.260955,29086.7785,72,22,15,1,214,74,29,7
303752,711,PNHA,PHILADELPHIA PK @ OP HARVEY RD,0,0,"13, 31",New Castle County,1.0003E+11,1843,New Castle,763,36.96,41.46,41.4,229,12.12,11.91,12.43,0,0,4.57,4.39,5469933.305,188.4263806,883.6199906,9511.168376,110,46,14,0,1449,598,201,50
303758,757,PSCO,PHILADELPHIA PK @ COMMONWEALTH AVE,1,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,275.375373,3085.753062,33214.63667,139,66,25,5,1074,444,141,11
303793,712,PNPR,PHILADELPHIA PK @ PRINCETON AVE,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,53.84873437,121.9776068,1312.95078,45,5,2,0,1262,535,172,37
303811,761,P1MA,PHILADELPHIA PK @ MAPLE RD,1,0,"13, 31",New Castle County,1.0003E+11,807,New Castle,122,36.96,41.46,15.12,6,12.12,11.91,0.74,11,1.46,4.57,4.39,3798924.114,82.40523544,299.4917807,3223.689803,1,0,0,0,1508,557,207,39
303855,765,PSDE,PHILADELPHIA PK @ W DELAWARE AVE,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,707.835426,15216.68067,163790.3324,125,15,6,0,1160,430,162,18
303856,3429,PNDA,PHILADELPHIA PIKE @ OP DELAWARE AVE,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,707.835426,15216.68067,163790.3324,170,20,8,0,1237,467,176,23
303858,764,PSWI,PHILADELPHIA PK @ OP WINDING RD,1,0,"13, 31",New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,960.9347288,39831.05007,428736.1398,105,43,36,1,1363,508,185,29
303905,3790,SIPK,SILVERSIDE RD @ PHILADELPHIA PK,0,0,31,New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,161.6969592,995.7337345,10717.94585,24,8,1,0,625,204,122,7
303907,46,PNSI,PHILADELPHIA PK @ SILVERSIDE RD,0,0,"13, 31",New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,132.6117279,596.1768288,6417.168309,233,62,14,4,669,229,142,7
303951,821,PSBC,PHILADELPHIA PK @ BELLEVUE CORP CR,0,0,13,New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,374.5283834,7203.971324,77542.5918,66,27,23,1,315,54,32,7
303998,828,PSLI,PHILADELPHIA PK @ OP LINDSEY PL,0,0,"13, 31",New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,187.8211275,1169.919335,12592.85655,197,18,7,6,292,30,11,7
304037,778,BSHI,BRANDYWINE BLVD @ OP HIGHLAND AVE,0,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,133.3420804,758.6019583,8165.490859,114,11,4,4,1025,114,50,7
304040,830,DEPH,DUNCAN RD & PHILADELPHIA PK,1,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,18.82134414,14.81500742,159.4667748,160,15,5,5,462,51,20,7
304096,3258,TRPR,TRINITY CHURCH P-N-R & ON-SITE,1,1,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,15.32521417,8.927581668,96.09530493,80,28,9,3,627,119,20,6
304151,2224,L0WO,LORE AVE @ OP WOODCROFT AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,274.9574602,393.5764216,4236.404398,118,54,13,11,873,397,213,14
304156,2226,RNRO,RIVER RD @ OP RODMAN AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,15.48815177,11.65012514,125.4004017,140,65,16,13,815,213,94,20
304203,2236,RSMA,RIVER RD @ MARION AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,206.2272977,2361.253379,25416.21818,159,73,18,14,793,142,48,20
304212,2234,KWBU,KYNLYN DR @ BLDG 1311,0,0,4,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,391.4873334,8474.159539,91214.72927,9,1,0,0,476,144,39,26
304214,2229,RNKY,RIVER RD @ KYNLYN DR,0,0,4,New Castle County,1.0003E+11,1202,New Castle,136,36.96,41.46,11.31,62,12.12,11.91,5.17,3,0.26,4.57,4.39,4940254.844,153.8912547,1250.161798,13456.57578,402,46,21,1,718,137,45,20
304215,2230,RNPR,RIVER RD @ PROSPECT DR,0,0,4,New Castle County,1.0003E+11,1202,New Castle,136,36.96,41.46,11.31,62,12.12,11.91,5.17,3,0.26,4.57,4.39,4940254.844,153.8912547,1250.161798,13456.57578,321,36,17,1,642,124,40,20
304216,2231,PEB1,PROSPECT DR @ BLDG 1258,0,0,4,New Castle County,1.0003E+11,1202,New Castle,136,36.96,41.46,11.31,62,12.12,11.91,5.17,3,0.26,4.57,4.39,4940254.844,153.8912547,1250.161798,13456.57578,146,17,8,0,489,132,38,23
304217,2234,KWBU,KYNLYN DR @ BLDG 1311,0,0,4,New Castle County,1.0003E+11,1202,New Castle,136,36.96,41.46,11.31,62,12.12,11.91,5.17,3,0.26,4.57,4.39,4940254.844,153.8912547,1250.161798,13456.57578,119,13,6,0,476,144,39,26
304218,2235,K1RI,KYNLYN DR @ RIVER RD,0,0,4,New Castle County,1.0003E+11,1202,New Castle,136,36.96,41.46,11.31,62,12.12,11.91,5.17,3,0.26,4.57,4.39,4940254.844,153.8912547,1250.161798,13456.57578,404,46,21,1,719,136,44,20
304289,732,NWMO,NAAMANS RD @ MONTCLAIR DR,0,0,"13, 61",New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,135.4134686,611.0614189,6577.384063,22,8,2,1,1509,937,171,144
304294,732,NWMO,NAAMANS RD @ MONTCLAIR DR,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,90.95696599,428.0021502,4606.958376,1,0,0,0,1509,937,171,144
304302,1617,NECA,NAAMANS RD @ CARPENTER RD PNR,1,1,61,New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,388.0819073,7938.065459,85444.28371,99,60,12,14,916,406,86,38
304310,733,NWSO,NAAMANS RD @ SOCIETY DR,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,49.8782195,77.90102483,838.5162986,549,355,54,14,1395,830,155,120
304311,735,SNB2,SOCIETY DR @ BLDG 2000,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,49.8782195,77.90102483,838.5162986,158,102,16,4,1316,728,155,139
304340,737,SSS2,SOCIETY DR @ SHELTER 2,1,1,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,110.2587528,373.7512823,4023.009228,20,13,2,1,1303,793,161,186
304478,729,PNBI,PEACHTREE RD @ OP BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1108,New Castle,229,36.96,41.46,20.67,117,12.12,11.91,10.6,9,0.87,4.57,4.39,5480085.847,535.7420938,6565.107428,70665.94557,50,10,5,0,1200,734,115,32
304503,720,MEPH,MYRTLE AVE @ PHILADELPHIA PK,0,0,"31, 61",New Castle County,1.0003E+11,313,New Castle,96,36.96,41.46,30.67,30,12.12,11.91,9.58,19,6.51,4.57,4.39,6109712.911,74.99138024,27.82102581,299.4618316,59,18,6,4,186,67,29,5
304513,721,MWPH,MYRTLE AVE @ PHILADELPHIA PK,0,0,"31, 61",New Castle County,1.0003E+11,313,New Castle,96,36.96,41.46,30.67,30,12.12,11.91,9.58,19,6.51,4.57,4.39,6109712.911,94.20853018,44.96845408,484.0344751,56,17,5,3,185,67,28,4
