OBJECTID,StopId,StopAbbr,StopName,Bench,Shelter,Routes,County,Id2,TotalPop,County_1,TotMinority,PerMinorityState,PerMinorityCounty,PerMinorityBG,TotPoverty,PerPovState,PerPovCounty,PerPovBG,TotLEP,PerLEPBG,PerLEPCounty,PerLEPState,OriginalSqFt,Shape_Length,Shape_Area,SqFtBuffer,Est_TotPop_BuffArea,Est_TotMinority_BuffArea,Est_TotPov_BuffArea,Est_TotLEP_BuffArea,Est_TotPop_PostRemovedDupIntersects,Est_TotMinority_PostRemovedDupIntersects,Est_TotPov_PostRemovedDupIntersects,Est_TotLEP_PostRemovedDupIntersects
302536,726,DWRU,DARLEY RD @ RUBY DR,0,0,"13, 61",New Castle County,1.0003E+11,1108,New Castle,229,36.96,41.46,20.67,117,12.12,11.91,10.6,9,0.87,4.57,4.39,5480085.847,86.63732699,99.48707581,1070.865688,474,98,50,4,1143,520,114,23
302537,156,DWPE,DARLEY RD @ PEACHTREE RD,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,808.6666231,5498.674558,59187.0036,27,7,0,0,1156,535,107,28
302538,156,DWPE,DARLEY RD @ PEACHTREE RD,0,0,"13, 61",New Castle County,1.0003E+11,1036,New Castle,399,36.96,41.46,38.51,64,12.12,11.91,6.18,50,4.99,4.57,4.39,4637252.95,135.1287955,125.9841593,1356.076781,205,79,13,10,1156,535,107,28
302539,731,PNAP,PEACHTREE RD @ OP APPLETREE CT,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,747.3616347,3832.491948,41252.43499,1021,659,101,27,1369,872,144,78
302540,222,FEFN,NAAMANS RD @ CEDAR TREE APTS,1,1,"18, 61",New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,1059.270665,20658.861,222369.2396,425,145,7,10,773,177,12,14
302541,54,DEBR,DUNCAN RD @ BRANDYWINE BLVD,0,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,694.4712169,14087.23539,151633.1333,282,26,9,9,573,59,24,10
302542,48,3262,CLAYMONT TRAIN STATION @ ON-SITE,1,1,"31, 61",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,2438.546145,444159.9817,4780879.13,152,47,31,2,152,47,31,2
302543,721,MWPH,MYRTLE AVE @ PHILADELPHIA PK,0,0,"31, 61",New Castle County,1.0003E+11,583,New Castle,331,36.96,41.46,56.78,58,12.12,11.91,10.05,0,0,4.57,4.39,16849970.77,25.72324556,20.95845807,225.5940628,38,22,4,0,185,67,28,4
302544,721,MWPH,MYRTLE AVE @ PHILADELPHIA PK,0,0,"31, 61",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,1203.393542,7082.520983,76235.31644,91,28,19,1,185,67,28,4
302545,697,SWHA,SILVERSIDE RD @ HARRISON AVE,0,0,31,New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,389.1016376,5110.27664,55006.33993,27,9,1,0,515,131,37,7
302546,697,SWHA,SILVERSIDE RD @ HARRISON AVE,0,0,31,New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,368.1504974,3869.064168,41646.09352,369,98,22,6,515,131,37,7
302547,822,CWHI,CARR RD @ OP HILLSIDE AVE,0,0,31,New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,161.785468,748.1075643,8052.530594,2,1,0,0,396,89,22,7
302548,822,CWHI,CARR RD @ OP HILLSIDE AVE,0,0,31,New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,759.5379827,6700.600661,72124.37676,271,72,16,5,396,89,22,7
302549,3110,NWME,NAAMANS RD @MERRIBROOK RD - WB,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,1133.157823,11753.84814,126516.8624,546,189,59,20,739,241,61,22
302550,3111,NWMA,NAAMANS RD OP MARILYN DR -WB,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,822.2180339,13647.22127,146896.8797,427,148,46,15,715,210,50,17
302551,3657,NWPO,NAAMANS RD @ PIN OAK DR,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,258.079949,2369.889341,25509.17452,245,85,26,9,681,162,34,11
302552,3657,NWPO,NAAMANS RD @ PIN OAK DR,0,0,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,243.0831675,1877.57594,20209.97838,246,26,6,0,681,162,34,11
302553,3112,NWTR,NAAMANS RD @ OP TRINITY CHURCH - WB,0,0,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,644.7654988,7329.161738,78890.12482,358,37,8,0,653,124,21,6
302554,3113,NWMR,NAAMANS RD @ MARSH RD - WB,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,384.8596334,4748.31196,51110.20013,82,22,1,1,713,146,11,9
302555,3113,NWMR,NAAMANS RD @ MARSH RD - WB,0,0,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,421.5725484,10577.17349,113851.2925,182,19,4,0,713,146,11,9
302556,3113,NWMR,NAAMANS RD @ MARSH RD - WB,0,0,61,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,691.0716173,15178.76877,163382.2537,265,91,4,6,713,146,11,9
302557,3607,NWBM,NAAMANS RD @ BALLYMEADE,0,0,61,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,814.5211538,13854.38791,149126.7938,434,149,7,10,773,175,11,14
302558,3613,NEBM,NAAMANS RD @ OP BALLYMEADE,0,0,61,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,16.68499203,5.209824098,56.07785557,392,134,6,9,763,164,10,13
302559,3260,NEKF,NAAMANS RD @ KIRKWOOD FITNESS,0,0,61,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,161.303027,667.7458109,7187.52734,314,108,5,7,731,152,11,11
302560,3258,TRPR,TRINITY CHURCH P-N-R & ON-SITE,1,1,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,758.7065616,10508.14248,113108.2518,210,56,3,3,627,119,20,6
302561,1614,N0PI,NAAMANS RD @ OP PIN OAK DR,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,398.8054898,4202.083351,45230.66783,211,57,3,3,657,160,33,11
302562,1615,NEMA,NAAMANS RD @ MARILYN DR,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,903.6901314,10998.75242,118389.1122,215,58,3,3,679,196,45,16
302563,1616,NEME,NAAMANS RD @ MERRIBROOK RD,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,1066.042597,9918.706669,106763.643,207,56,3,3,716,232,58,21
302564,1617,NECA,NAAMANS RD @ CARPENTER RD PNR,1,1,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,622.7461329,13073.42252,140720.5859,133,36,2,2,916,406,86,38
302565,1617,NECA,NAAMANS RD @ CARPENTER RD PNR,1,1,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,871.6710564,37345.58783,401982.954,441,153,48,16,916,406,86,38
302567,2244,GSHA,GOV PRINTZ BLVD @ HAINES AVE,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,756.9455045,26802.39913,288497.4692,164,76,19,15,613,315,147,22
302571,2243,LEGO,LORE AVE @ GOV PRINTZ BLVD,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,1249.457787,56624.20758,609495.4598,237,110,27,21,523,262,114,23
302572,2230,RNPR,RIVER RD @ PROSPECT DR,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,350.6115391,2697.778105,29038.52569,154,71,17,14,642,124,40,20
302584,1523,H0LI,HARVEY RD @ LITTLE LN,0,0,11,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,330.494338,3147.261359,33876.70382,3,1,0,0,429,50,14,2
302596,732,NWMO,NAAMANS RD @ MONTCLAIR DR,0,0,"13, 61",New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,65.86580015,171.0203752,1840.840634,867,529,108,127,1509,937,171,144
302602,736,SNB7,SOCIETY DR @ BLSG 7000,0,0,"13, 61",New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,71.53960578,147.8160946,1591.072837,853,521,106,124,1005,574,122,130
302607,731,PNAP,PEACHTREE RD @ OP APPLETREE CT,0,0,"13, 61",New Castle County,1.0003E+11,1754,New Castle,1071,36.96,41.46,61.06,218,12.12,11.91,12.43,256,15.53,4.57,4.39,5424836.851,82.09798609,259.4544879,2792.733694,348,213,43,51,1369,872,144,78
302610,742,PSAP,PEACHTREE RD @ APPLETREE CT,1,1,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,748.6276413,22731.93968,244683.5835,1022,660,101,27,1368,871,144,78
302614,746,DEPE,DARLEY RD @ PEACHTREE RD,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,769.8388847,19525.60227,210170.993,20,5,0,0,1165,526,108,28
302616,746,DEPE,DARLEY RD @ PEACHTREE RD,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,436.0674441,7655.619433,82404.07214,563,364,56,15,1165,526,108,28
302617,156,DWPE,DARLEY RD @ PEACHTREE RD,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,436.0674441,7655.619433,82404.07214,587,379,58,15,1156,535,107,28
302619,156,DWPE,DARLEY RD @ PEACHTREE RD,0,0,"13, 61",New Castle County,1.0003E+11,1108,New Castle,229,36.96,41.46,20.67,117,12.12,11.91,10.6,9,0.87,4.57,4.39,5480085.847,833.5958168,35245.20151,379374.6741,337,70,36,3,1156,535,107,28
302623,726,DWRU,DARLEY RD @ RUBY DR,0,0,"13, 61",New Castle County,1.0003E+11,583,New Castle,331,36.96,41.46,56.78,58,12.12,11.91,10.05,0,0,4.57,4.39,16849970.77,363.0067117,5863.486586,63113.79188,2,1,0,0,1143,520,114,23
302625,726,DWRU,DARLEY RD @ RUBY DR,0,0,"13, 61",New Castle County,1.0003E+11,313,New Castle,96,36.96,41.46,30.67,30,12.12,11.91,9.58,19,6.51,4.57,4.39,6109712.911,782.9427906,22522.28522,242426.8908,12,4,1,1,1143,520,114,23
302627,726,DWRU,DARLEY RD @ RUBY DR,0,0,"13, 61",New Castle County,1.0003E+11,1789,New Castle,1155,36.96,41.46,64.56,177,12.12,11.91,9.89,47,2.86,4.57,4.39,7706634.546,760.1933896,25405.97353,273466.5292,632,408,62,17,1143,520,114,23
302634,751,DELW,DARLEY RD @ LENAPE WAY,0,0,"13, 61",New Castle County,1.0003E+11,583,New Castle,331,36.96,41.46,56.78,58,12.12,11.91,10.05,0,0,4.57,4.39,16849970.77,1203.725277,40586.22203,436864.7106,54,31,5,0,205,77,26,7
302644,754,PSSE,PHILADELPHIA PK @ SEMINOLE AVE,1,1,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,139.9252377,454.6163229,4893.4298,73,22,15,1,460,171,60,7
302650,755,PSFR,PHILADELPHIA PK @ FRANKLIN AVE,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,66.4881476,74.4775191,801.666137,72,22,15,1,840,336,110,3
302661,715,PNST,PHILADELPHIA PK @ STOCKDALE AVE,0,0,"13, 31",New Castle County,1.0003E+11,313,New Castle,96,36.96,41.46,30.67,30,12.12,11.91,9.58,19,6.51,4.57,4.39,6109712.911,86.69698935,82.57547618,888.8314729,15,5,1,1,919,371,120,2
302663,715,PNST,PHILADELPHIA PK @ STOCKDALE AVE,0,0,"13, 31",New Castle County,1.0003E+11,1843,New Castle,763,36.96,41.46,41.4,229,12.12,11.91,12.43,0,0,4.57,4.39,5469933.305,170.0337919,697.8274697,7511.322325,828,343,103,0,919,371,120,2
302664,756,PSLA,PHILADELPHIA PK @ LAWSON AVE,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,176.1329565,626.9024464,6747.894781,72,22,15,1,956,386,125,2
302677,712,PNPR,PHILADELPHIA PK @ PRINCETON AVE,0,0,"13, 31",New Castle County,1.0003E+11,1843,New Castle,763,36.96,41.46,41.4,229,12.12,11.91,12.43,0,0,4.57,4.39,5469933.305,193.0911808,1630.232471,17547.60608,398,165,50,0,1262,535,172,37
302678,759,PSPE,PHILADELPHIA PK @ PENNSYLVANIA AVE,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,279.357695,3426.812166,36885.75163,33,10,7,0,1267,533,170,37
302680,759,PSPE,PHILADELPHIA PK @ PENNSYLVANIA AVE,0,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,334.7268435,4339.627839,46711.17846,591,282,104,21,1267,533,170,37
302683,712,PNPR,PHILADELPHIA PK @ PRINCETON AVE,0,0,"13, 31",New Castle County,1.0003E+11,1150,New Castle,417,36.96,41.46,36.26,36,12.12,11.91,3.13,99,9.14,4.57,4.39,8141730.156,403.7041357,7173.205555,77211.43314,173,63,5,15,1262,535,172,37
302689,709,P0MA,PHILADELPHIA PK @ OP MAPLE RD,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,120.582329,197.8018881,2129.113287,400,47,19,0,1532,582,215,42
302695,711,PNHA,PHILADELPHIA PK @ OP HARVEY RD,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,172.3592708,726.9881423,7825.203937,167,20,8,0,1449,598,201,50
302697,711,PNHA,PHILADELPHIA PK @ OP HARVEY RD,0,0,"13, 31",New Castle County,1.0003E+11,807,New Castle,122,36.96,41.46,15.12,6,12.12,11.91,0.74,11,1.46,4.57,4.39,3798924.114,310.6579752,6224.957128,67004.61285,17,3,0,0,1449,598,201,50
302698,761,P1MA,PHILADELPHIA PK @ MAPLE RD,1,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,11.47373085,1.344614384,14.47325088,0,0,0,0,1508,557,207,39
302700,761,P1MA,PHILADELPHIA PK @ MAPLE RD,1,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,77.23967977,96.58058763,1039.580635,1052,501,186,38,1508,557,207,39
302713,706,PNWI,PHILADELPHIA PK @ WINDING LN,0,0,"13, 31",New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,356.1731213,4367.575702,47012.00554,247,87,9,2,1346,507,189,29
302714,764,PSWI,PHILADELPHIA PK @ OP WINDING RD,1,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,305.1667428,2589.316647,27871.06095,2,0,0,0,1363,508,185,29
302716,764,PSWI,PHILADELPHIA PK @ OP WINDING RD,1,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,118.7751171,419.3320029,4513.63406,713,340,126,26,1363,508,185,29
302717,706,PNWI,PHILADELPHIA PK @ WINDING LN,0,0,"13, 31",New Castle County,1.0003E+11,1942,New Castle,925,36.96,41.46,47.63,343,12.12,11.91,17.8,70,4.07,4.57,4.39,4844278.438,118.7751171,419.3320029,4513.63406,713,340,126,26,1346,507,189,29
302719,706,PNWI,PHILADELPHIA PK @ WINDING LN,0,0,"13, 31",New Castle County,1.0003E+11,750,New Castle,88,36.96,41.46,11.73,35,12.12,11.91,4.67,0,0,4.57,4.39,4653330.284,177.8941549,1404.453597,15117.35223,266,31,12,0,1346,507,189,29
302728,765,PSDE,PHILADELPHIA PK @ W DELAWARE AVE,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,62.3727243,173.0987083,1863.211536,0,0,0,0,1160,430,162,18
302733,702,P0HO,PHILADELPHIA PK @ HOLLY OAK RD,0,0,"13, 31",New Castle County,1.0003E+11,1074,New Castle,381,36.96,41.46,35.47,41,12.12,11.91,3.82,10,0.97,4.57,4.39,4336129.404,477.7047194,10530.74817,113351.5765,343,122,13,3,892,321,153,9
302734,767,PSHO,PHILADELPHIA PK @ HOLLY OAK RD,1,1,"13, 31",New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,866.498231,32913.05679,354271.7777,351,144,122,3,891,317,147,9
302738,767,PSHO,PHILADELPHIA PK @ HOLLY OAK RD,1,1,"13, 31",New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,177.0296896,1494.512841,16086.73799,200,53,12,3,891,317,147,9
302744,770,PSCL,PHILADELPHIA PK @ CLEARVIEW AVE,0,0,13,New Castle County,1.0003E+11,1310,New Castle,538,36.96,41.46,41.07,457,12.12,11.91,34.89,11,0.9,4.57,4.39,10334264.38,370.5040047,3736.667797,40220.99654,337,138,118,3,531,181,129,6
302748,772,PSSU,PHILADELPHIA PK @ OP SUNSET DR-DEL,0,0,13,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,42.40520814,84.34400842,907.8677194,40,4,1,1,410,130,102,4
302752,821,PSBC,PHILADELPHIA PK @ BELLEVUE CORP CR,0,0,13,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,686.0589564,17769.94865,191273.3703,155,14,5,5,315,54,32,7
302754,825,PSBE,PHILADELPHIA PK @ OP BELLEVUE RD,0,0,"13, 31",New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,436.5734213,6151.220412,66210.92062,192,18,6,6,287,31,10,7
302756,826,PSES,PHILADELPHIA PK @ OP ESKRIDGE DR,0,0,"13, 31",New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,143.2055526,600.9145881,6468.164921,194,18,7,6,288,31,11,7
302784,718,P0MN,PHILADELPHIA PK @ MANOR AVE,0,0,"13, 31",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,251.6963852,1673.559922,18013.97703,76,23,16,1,308,109,41,8
302788,722,DWLW,DARLEY RD @ OP LENAPE WAY,1,1,"13, 61",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,86.36414113,238.5986015,2568.2437,56,17,12,1,204,78,27,6
302791,729,PNBI,PEACHTREE RD @ OP BIRCHTREE LN,0,0,"13, 61",New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,5.23584047,1.263657383,13.60184046,31,8,0,0,1200,734,115,32
302799,2078,NEFN,NAAMANS RD @ F&N SHOP CENTER,0,0,61,New Castle County,1.0003E+11,2055,New Castle,704,36.96,41.46,34.26,32,12.12,11.91,1.56,48,2.4,4.57,4.39,13298226.13,1026.652637,46621.50677,501827.7151,375,129,6,9,763,163,11,14
302801,44,DWBR,DUNCAN RD @ BRANDYWINE BLVD,1,0,31,New Castle County,1.0003E+11,923,New Castle,86,36.96,41.46,9.32,31,12.12,11.91,3.36,29,3.55,4.57,4.39,12541644.6,761.4110567,31534.94846,339438.0025,258,24,9,8,541,57,23,9
302802,687,C0HI,CARR RD @ HILLSIDE AVE,0,0,31,New Castle County,1.0003E+11,2019,New Castle,534,36.96,41.46,26.45,123,12.12,11.91,6.09,34,1.84,4.57,4.39,13073106.5,745.8889816,23473.61525,252666.8811,243,64,15,4,372,81,21,6
302804,720,MEPH,MYRTLE AVE @ PHILADELPHIA PK,0,0,"31, 61",New Castle County,1.0003E+11,1810,New Castle,555,36.96,41.46,30.66,371,12.12,11.91,20.5,21,1.34,4.57,4.39,65045168.47,498.190333,1196.464668,12878.58699,91,28,19,1,186,67,29,5
302816,3110,NWME,NAAMANS RD @MERRIBROOK RD - WB,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,1391.514861,107920.5976,1161642.998,193,52,2,2,739,241,61,22
302819,1616,NEME,NAAMANS RD @ MERRIBROOK RD,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,1429.629619,113559.9749,1222344.507,509,176,55,18,716,232,58,21
302824,3111,NWMA,NAAMANS RD OP MARILYN DR -WB,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,912.011036,30629.78141,329694.9044,193,52,2,2,715,210,50,17
302827,1615,NEMA,NAAMANS RD @ MARILYN DR,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,833.1829718,25400.85023,273411.3828,370,128,40,13,679,196,45,16
302830,3657,NWPO,NAAMANS RD @ PIN OAK DR,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,153.9263143,707.5046536,7615.486248,190,51,2,2,681,162,34,11
302833,1614,N0PI,NAAMANS RD @ OP PIN OAK DR,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,160.0357261,830.0794972,8934.865607,233,81,25,8,657,160,33,11
302835,1614,N0PI,NAAMANS RD @ OP PIN OAK DR,0,0,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,10.5022897,3.704427099,39.87396195,213,22,5,0,657,160,33,11
302838,3112,NWTR,NAAMANS RD @ OP TRINITY CHURCH - WB,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,648.3901431,15353.69186,165265.1027,190,51,2,2,653,124,21,6
302841,3258,TRPR,TRINITY CHURCH P-N-R & ON-SITE,1,1,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,517.6275782,9671.296557,104100.5533,337,35,8,0,627,119,20,6
302843,3260,NEKF,NAAMANS RD @ KIRKWOOD FITNESS,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,676.4288363,17328.90042,186525.9856,49,13,1,1,731,152,11,11
302845,3260,NEKF,NAAMANS RD @ KIRKWOOD FITNESS,0,0,61,New Castle County,1.0003E+11,802,New Castle,84,36.96,41.46,10.47,18,12.12,11.91,2.24,0,0,4.57,4.39,5280694.581,599.5136415,12697.19327,136670.9043,83,9,2,0,731,152,11,11
302865,1618,NESO,NAAMANS RD @ OP SOCIETY DR,0,0,61,New Castle County,1.0003E+11,1408,New Castle,379,36.96,41.46,26.92,17,12.12,11.91,1.21,18,1.38,4.57,4.39,18990194.09,516.6960282,10666.32518,114810.9095,41,11,0,1,1286,739,138,98
302867,1618,NESO,NAAMANS RD @ OP SOCIETY DR,0,0,61,New Castle County,1.0003E+11,1933,New Castle,670,36.96,41.46,34.66,209,12.12,11.91,10.81,70,4.02,4.57,4.39,10177692.37,489.780064,11081.24508,119277.0522,195,68,21,7,1286,739,138,98
302868,243,RESA,RYSING DR @ SALISBURY DR,0,0,4,New Castle County,1.0003E+11,1724,New Castle,797,36.96,41.46,46.23,195,12.12,11.91,12.22,155,9.57,4.57,4.39,29145648.38,193.6199787,123.3210279,1327.411187,34,16,4,3,715,374,180,23
